PstId|PhoId|StiBezeichnungS|StiSynonymS
19888|89119|Herrmode|Herrmoden Trender
19889|89119|Föremålsbild|
19890|89119|Europeiskt|
19891|89120|Engelskt|
19892|89120|Porslin|
19893|89120|Växtornament|Växtornamentering Dekoration
19894|89120|Fåglar|Djur
19895|89120|Blommor|Blommigt Blomster
19896|89120|Vaser|
19897|89120|Gröna|Grönt
19898|89120|Europeiskt|
19899|89120|Föremålsbild|
19900|89108|Engelskt|
19901|89108|Porslin|
19902|89108|Insekter|
19903|89108|Tallrik|Tallrikar Fat
19904|89108|Blomdekor|Blomdekorer
19905|89108|Blommor|Blommigt Blomster
19906|89108|Guldkant|
19907|89108|Europeiskt|
19908|89108|Föremålsbild|
19909|89107|Blomdekor|Blomdekorer
19910|89107|Porslin|
19911|89107|Tallrik|Tallrikar Fat
19912|89107|Fjärilar|
19913|89107|Blommor|Blommigt Blomster
19914|89107|Europeiskt|
19915|89107|Engelskt|
19916|89107|Föremålsbild|
19917|89106|Skål|Skålar
19918|89106|Landskap|
19919|89106|Porslin|
19921|89106|Blått|Blåa
19922|89106|Fåglar|Djur
19923|89106|Engelsk|
19924|89106|Europeiskt|
19925|89106|Föremålsbild|
19926|89104|Krukor|
19927|89104|Porslin|
19928|89104|Blåa|Blått
19929|89104|Föremålsbild|
19930|89102|Förgätmigej|
19931|89102|Porslin|
19932|89102|Silhuett|Silhuetter Siluett
19933|89102|Fat|Tallrikar
19934|89102|Kopp|Koppar
19935|89102|Guldkant|
19936|89102|Blomdekor|Blomdekorer
19938|89102|Blommor|Blommigt Blomster
19939|89102|Föremålsbild|
19940|89102|Par|
19941|88956|Förgätmigej|
19943|88956|Röd|Rött Röda
19944|88956|Föremålsbild|
19945|88956|Målning|Målningar Konst
19947|88956|Porträtt|Konst
19948|88956|Ansikte|
19949|88956|Mössa|
19950|87898|Inredning|Interiörer
19951|87903|Parkett|Golv
19955|87907|Heraldik|
19956|87908|Guld|
19972|87910|Guld|
19973|87910|Lejon|Djur
19974|87910|Stämningsbild|Detalj Marknadsföring
19975|87910|Marknadsföring|Bild använd i marknadsföring
19976|87910|Webbprojektet|
19977|87911|Heraldik|
19979|87911|Guld|
19981|87911|Marknadsföring|Bild använd i marknadsföring
19983|87972|Kläder|Dräkter
19984|87972|Webbprojektet|
19985|85843|Sko|Skor
19986|85843|Läder|Skinn
19987|85843|Märke|Logotyp Logga Märken
19988|85843|Bruna|Brunt
19989|85843|Föremålsbild|
19990|85863|Pressveck|
19991|85863|Byxor|Kläder Dräkter
19992|85863|Kritstreck|
19993|85863|Herrmode|Herrmoden Trender
19994|85863|Föremålsbild|
19995|85852|Johanniter|Johanniterorden
19996|85852|Orden|
19997|85852|Dräkt|Kläder Dräkter
19998|85852|Röd|Rött Röda
19999|85852|Kragstövlar|Skor
20000|85852|Jacka|Jackor Ytterkläder Ytterplagg Dräkter
20001|85852|Bälte|
20002|85852|Walther von Hallwyl|
20003|85852|Föremålsbild|
20004|85848|Mantel|Mantlar
20005|85848|Walther von Hallwyl|
20006|85848|Hatt|Hattar Huvudbonader
20007|85848|Svart|Svarta
20008|85848|Föremålsbild|
20009|85848|Johanniter|Johanniterorden
20010|85848|Ordnar|
20011|85849|Mantel|Mantlar
20012|85849|Ordnar|
20013|85849|Hatt|Hattar Huvudbonader
20014|85849|Kors|
20015|85849|Dräkter|Kläder
20016|85849|Föremålsbild|
20017|85850|Rock|Kläder Dräkter Ytterplagg Rockar
20018|85850|Kragstövlar|Skor
20019|85850|Baksida|Baksidor
20020|85850|Rött|Röda
20021|85850|Läder|Skinn
20022|85850|Föremålsbild|
20023|85849|Johanniter|Johanniterorden
20024|85849|Walther von Hallwyl|
20025|85850|Johanniter|Johanniterorden
20026|85850|Orden|
20027|85830|Föremålsbild|
20028|85860|Knäppning|
20029|85860|Cheviot|Ylle
20030|85860|1910-tal|
20031|85860|Grått|Gråa
20032|85860|Jaquette|Kostymer Kläder Dräkter
20033|85860|Walther von Hallwyl|
20034|85860|Herrmode|Herrmoden Trender
20035|85860|Föremålsbild|
20037|85832|Walther von Hallwyl|
20038|85835|Walther von Hallwyl|
20039|85843|Sekelskifte|Sekelskiftet 1900-tal
20040|85858|Knäppning|
20041|85858|Grått|Gråa
20042|85858|Jaquette|Kostymer Kläder Dräkter
20044|85858|Föremålsbild|
20045|85858|1910-tal|
20046|85846|Ytterplagg|Ytterkläder Dräkter
20047|85846|Fritiden|
20048|85846|Walther von Hallwyl|
20049|85846|Herrmode|Herrmoden Trender
20050|85846|Käpp|Käppar
20051|85846|Keps|
20052|85846|Föremålsbild|
20053|85828|Skor|Dräkter
20054|85828|Walther von Hallwyl|
20055|85828|Herrmode|Herrmoden Trender
20056|85828|Läder|Skinn
20057|85828|Föremålsbild|
20058|85834|Hatt|Hattar Huvudbonader
20059|85834|Käpp|Käppar
20061|85834|Stilleben|
20062|85834|Föremålsbild|
20064|85834|Fodral|
20066|85864|Foder|
20067|85864|Svart|Svarta
20068|85864|Siden|
20069|85864|Randigt|Randiga
20070|85864|Byxor|Kläder Dräkter
20071|85864|Rock|Kläder Dräkter Ytterplagg Rockar
20072|85873|Ärm|Ärmar
20073|85873|Kavaj|
20074|85873|Vit|Vita Vitt
20075|85873|Colonialt|
20076|85873|Herrmode|Herrmoden Trender
20077|85873|Knappar|
20078|85873|Föremålsbild|
20080|85874|Väska|Väskor
20081|85874|Förvaring|Förvara
20082|87444|Theodor|
20083|87444|Uniform|
20084|87444|Målning|Målningar Konst
20085|87444|Man|Män
20086|87444|Frisyr|Frisyrer
20087|87444|Herrmode|Herrmoden Trender
20088|87444|Ram|Ramar
20089|87444|Tavla|Tavlor
20090|87444|Guld|
20091|87444|Föremålsbild|
20092|87444|Porträtt|Konst
20093|87446|Cécile|
20094|87446|Klänning|Klänningar Kläder Dräkter
20095|87446|Målning|Målningar Konst
20096|87446|Frisyr|Frisyrer
20097|87446|Kvinna|Kvinnor
20098|87446|Porträtt|Konst
20099|87446|Föremålsbild|
20102|85876|Necessär|
20103|85876|Läder|Skinn
20104|85876|Förvaring|Förvara
20105|85876|Väska|Väskor
20106|85876|Bruna|Brunt
20107|85876|Sekelskifte|Sekelskiftet 1900-tal
20108|85876|Föremålsbild|
20109|85876|Hygien|
20111|85874|Necessär|
20112|85874|Borstar|
20113|85874|Föremålsbild|
20114|89086|Urna|Urnor
20115|89086|Engelsk|
20116|89086|Stengods|
20117|89086|Nyklassicismen|
20118|89086|Föremålsbild|
20119|89086|Svart|Svarta
20120|89089|Amiral|Militärer
20121|89089|Howe|
20122|89089|Engelsk|
20123|89089|Blått|Blåa
20124|89089|Profil|
20125|89089|Uniform|
20126|89089|Man|Män
20127|89089|Porträtt|Konst
20128|89089|Porslin|
20129|89089|Föremålsbild|
20130|89090|Präst|Präster
20131|89090|Stengods|
20132|89090|Profil|
20133|89090|Kristendom|Kristendomen
20134|89090|Näsa|
20135|89090|Man|Män
20136|89090|Föremålsbild|
20138|13974|Låskolv|
20139|13974|Vapen|
20140|13974|Flintlåsbössa|Eldvapen Skjutvapen
20141|83427|Svärd|Blankvapen
20142|83427|Fäste|
20143|83427|Mässing|
20144|83427|Bödel|
20145|83427|Död|
20146|83427|Föremålsbild|
20147|15799|1910-tal|
20148|15799|Sekelskifte|Sekelskiftet 1900-tal
20149|7248|Puttisar|Änglar Mytologi Cheruber
20150|7248|Skulptur|Skulpturer Konst
20152|7248|Trä|
20153|7248|Föremålsbild|
20154|76673|Sigillstamp|Stämplar
20155|76673|Guld|
20156|76673|Emalj|
20157|76673|Krona|
20158|76673|Föremålsbild|
20159|5374|Leksaker|
20160|5374|Bärstol|Transporter
20161|5374|Rokoko|Rokokon
20162|5374|Föremålsbild|
20163|56777|Silver|
20164|56777|Dosa|Dosor
20165|56777|Ask|Askar
20166|56777|Förvaring|Förvara
20167|56777|1800-tal|
20168|56777|Föremålsbild|
20169|16432|Indianföremål|
20170|16432|Lenni Lenape|Delaware
20171|16432|USA|Amerika
20172|16432|Damask|Kläder Leggings Tights
20173|16432|Bruna|Brunt
20174|16432|Skinn|Läder
20175|16432|Mönster|
20176|16432|Föremålsbild|
20178|31083|Jaktvapen|
20180|22521|Pistol|
20183|5406|Dolk|
20184|5406|Kniv|Knivar
20185|22530|Stigbyglar|Ridutrustning
20186|22530|Turkoser|
20187|22530|Turkiska|
20188|22530|Föremålsbild|
20189|31092|Stigbyglar|Ridutrustning
20190|31092|Turkisk|Turkiska
20191|13968|Turkisk|Turkiska
20193|13968|Balja|
20194|13968|Turkoser|
20195|13968|Föremålsbild|
20196|22531|Klinga|
20197|22531|Sabel|Sablar Blankvapen
20198|48211|Rubiner|Ädelstenar
20199|48211|Jade|
20200|48211|Guld|
20201|48211|Gröna|Grönt
20202|48211|Vapen|
20203|48211|Gabor|
20204|48211|Föremålsbild|
20205|39653|Turkoser|
20206|39653|Balja|
20207|39653|Turkisk|Turkiska
20208|39653|Föremålsbild|
20209|56772|Rubiner|Ädelstenar
20210|56772|Jade|
20211|56772|Turkisk|Turkiska
20212|56772|Hjälmkrossare|Stångvapen
20213|56772|Gabor|
20214|56772|Vapen|
20215|56772|Blomdekor|Blomdekorer
20216|56772|Föremålsbild|
20217|56772|Gustav II Adolfs|Gustaf II Adolfs
20218|85743|Silver|
20220|85743|Etui|Etuier Förvaringar Askar
20221|85743|Mässing|
20222|85743|Glasögon|
20223|85743|Svenska|
20224|85743|1700-tal|
20225|85743|Teknik|
20226|85743|Föremålsbild|
20227|85743|Funktionshindrade|Handikappade
20228|39643|Studsare|
20229|39643|Signatur|Signaturer Signerat
20231|39643|Vapen|
20232|39643|Jaktvapen|
20234|39643|Tessin|
20235|39643|Detalj|Närbild Detaljer
20236|39643|Föremålsbild|
20237|31083|Studsare|
20238|22521|Flintlåspistol|Skjutvapen Eldvapen
20239|22521|Stormaktstiden|
20243|13958|Pistol|
20244|13958|Signatur|Signaturer Signerat
20245|13958|Tessin|
20246|13958|Detalj|Närbild Detaljer
20247|13958|Föremålsbild|
20248|5406|Fäste|
20250|31092|Bethlen Gabor|
20251|31092|Hästutrustning|
20252|56774|Huvudlag|
20254|56774|Turkisk|Turkiska
20255|56774|Gåva|
20256|56774|Gustav II Adolfs|Gustaf II Adolfs
20257|56774|Bethlen Gabor|
20258|56774|Fransar|
20259|56774|Föremålsbild|
20260|76671|Tröja|Tröjor Kläder Dräkter
20261|76671|Gustav II Adolfs|Gustaf II Adolfs
20262|76671|Siden|
20263|76671|Broderier|Broderade
20264|76671|Vit|Vita Vitt
20265|76671|Kröningsdräkter|
20266|76671|Föremålsbild|
20267|76671|Herrmode|Herrmoden Trender
20268|76671|1600-tal|
20269|65333|Vapen|
20270|65333|Guld|
20271|65333|Gåva|
20272|65333|Föremålsbild|
20273|65333|Hjälmkrossare|Stångvapen
20274|65333|Gustav II Adolfs|Gustaf II Adolfs
20275|65333|Bethlen Gabor|
20276|39652|Stigbyglar|Ridutrustning
20277|39652|Gåva|
20279|39652|Gustav II Adolfs|Gustaf II Adolfs
20280|39652|Turkoser|
20281|39652|Ridutrustning|Ridutrustningar
20282|39652|Turkisk|Turkiska
20283|39652|Föremålsbild|
20284|48210|Stigbygel|
20285|48210|Gåva|
20286|48210|Gustav II Adolfs|Gustaf II Adolfs
20287|48210|Förgylld|Förgyllda
20288|48210|Silver|
20289|48210|Bethlen Gabor|
20290|48210|Föremålsbild|
20291|5407|Balja|
20292|5407|Guld|
20293|5407|Turkoser|
20294|5407|Vapen|
20295|5407|Dekorerade|Dekoration
20296|5407|Bethlen Gabor|
20297|5407|Turkisk|Turkiska
20298|5407|Detalj|Närbild Detaljer
20299|5407|Föremålsbild|
20300|31093|Klinga|
20301|31093|Bethlen Gabor|
20302|31093|Gåva|
20303|31093|Detalj|Närbild Detaljer
20304|31093|Föremålsbild|
20305|5397|Ask|Askar
20306|5397|Fiska|
20307|5397|Fritiden|
20308|5397|Hobby|
20309|5397|Föremålsbild|
20310|5397|Stilleben|
20311|5397|Sammet|Sammets
20312|22531|Rubiner|Ädelstenar
20313|22531|Bethlen Gabor|
20314|22531|Detalj|Närbild Detaljer
20315|22531|Föremålsbild|
20316|73895|Balja|
20317|73895|Dolk|
20318|73895|Turkoser|
20319|73895|Föremålsbild|
20321|82454|Balja|
20322|82454|Baksida|Baksidor
20323|82454|Guld|
20324|82454|Föremålsbild|
20325|5408|Sabel|Sablar Blankvapen
20326|5408|Fäste|
20327|5408|Rubiner|Ädelstenar
20328|5408|Turkoser|
20329|5408|Ädelstenar|
20330|5408|Bethlen Gabor|
20331|5408|Gåva|
20333|5408|Stormaktstiden|
20334|5408|Detalj|Närbild Detaljer
20336|65334|Nosband|
20337|65334|Förgylld|Förgyllda
20338|65334|Mässing|
20339|65334|Hästutrustning|
20340|65334|Bethlen Gabor|
20341|65334|Baksida|Baksidor
20342|65334|Föremålsbild|
20343|73896|Nosband|
20344|73896|Förgylld|Förgyllda
20345|73896|Mässing|
20346|73896|Hästutrustning|
20347|73896|1600-tal|
20348|73896|Föremålsbild|
20349|73896|Bethlen Gabor|
20350|82455|Förbygel|
20351|82455|Läder|Skinn
20352|82455|Gåva|
20353|82455|Föremålsbild|
20354|82455|Hästutrustning|
20355|82455|Förgylld|Förgyllda
20356|82455|Silver|
20357|5409|Förbygel|
20358|5409|Baksida|Baksidor
20359|5409|Läder|Skinn
20360|5409|Hästutrustning|
20361|5409|Föremålsbild|
20362|82455|Turkisk|Turkiska
20363|59551|Skorosor|
20364|59551|Röd|Rött Röda
20365|59551|Accessoarer|Dräkter Kläder
20366|59551|Karl X Gustav|Carl X Gustaf Carl X Gustav
20367|59551|Stormaktstiden|
20368|59551|Herrmode|Herrmoden Trender
20369|59551|1600-tal|
20370|59551|Föremålsbild|
20372|50990|Tröja|Tröjor Kläder Dräkter
20373|50990|Siden|
20374|50990|Karl X Gustav|Carl X Gustaf Carl X Gustav
20375|50990|Herrmode|Herrmoden Trender
20376|50990|1600-tal|
20377|50990|Föremålsbild|
20378|42430|Tröja|Tröjor Kläder Dräkter
20379|42430|Siden|
20380|42430|Bröllopskläder|
20381|42430|Föremålsbild|
20382|42430|Karl X Gustav|Carl X Gustaf Carl X Gustav
20383|50990|Bröllopskläder|
20384|50990|Vit|Vita Vitt
20385|33871|Herrmode|Herrmoden Trender
20386|33871|Siden|
20387|33871|Kläder|Dräkter
20388|33871|Väst|Västar Dräkter Kläder
20390|33871|Karl XI|Carl XI
20391|33871|Stormaktstiden|
20392|33871|Barocken|Barockstil Barocka
20393|25310|Kläder|Dräkter
20394|25310|Karl XI|Carl XI
20395|25310|Siden|
20396|25310|Föremålsbild|
20397|25310|Herrmode|Herrmoden Trender
20398|16748|Byxor|Kläder Dräkter
20399|16748|Vita|Vitt
20400|16748|Stormaktstiden|
20401|16748|Silver|
20402|16748|Karl XI|Carl XI
20403|16748|Strumpebandsordens|
20404|16748|Föremålsbild|
20405|8185|Broderad|Broderade
20406|8185|Tröja|Tröjor Kläder Dräkter
20407|8185|Kröningsdräkter|
20408|8185|Siden|
20409|8185|Gustav II Adolfs|Gustaf II Adolfs
20410|8185|Föremålsbild|
20411|8185|Stormaktstiden|
20412|8185|Herrmode|Herrmoden Trender
20413|85231|Baksida|Baksidor
20414|85231|Broderad|Broderade
20415|85231|Kröningsdräkter|
20416|85231|Tröja|Tröjor Kläder Dräkter
20417|85231|Herrmode|Herrmoden Trender
20418|85231|Jacka|Jackor Ytterkläder Ytterplagg Dräkter
20419|85231|Gustav II Adolfs|Gustaf II Adolfs
20420|85231|Föremålsbild|
20421|68112|Siden|
20422|68112|Tröja|Tröjor Kläder Dräkter
20423|68112|Karl X Gustav|Carl X Gustaf Carl X Gustav
20425|68112|Svart|Svarta
20426|68112|Kläder|Dräkter
20427|68112|Föremålsbild|
20428|68112|Plagg|Dräkt
20429|50990|Plagg|Dräkt
20430|42430|Plagg|Dräkt
20432|25310|Plagg|Dräkt
20433|16748|Plagg|Dräkt
20434|8185|Plagg|Dräkt
20435|85231|Plagg|Dräkt
20436|76671|Plagg|Dräkt
20437|59550|Siden|
20438|59550|Nött|
20441|59550|Guldtråd|Guldtrådar
20442|59550|Silvertråd|
20443|59550|Plagg|Dräkt
20444|59550|Tröja|Tröjor Kläder Dräkter
20445|59550|Karl X Gustav|Carl X Gustaf Carl X Gustav
20446|59550|Föremålsbild|
20447|50989|Foder|
20448|50989|Tröja|Tröjor Kläder Dräkter
20449|50989|Plagg|Dräkt
20450|50989|Herrmode|Herrmoden Trender
20451|50989|Karl X Gustav|Carl X Gustaf Carl X Gustav
20452|50989|Föremålsbild|
20453|50989|Mönster|
20454|48216|Stämplar|Stämpel
20455|48216|Silver|
20456|48216|Dosa|Dosor
20457|48216|Detalj|Närbild Detaljer
20458|48216|Föremålsbild|
20459|39658|Silver|
20460|39658|Snusdosa|Snusdosor
20461|39658|Tobak|
20463|39658|Förvaring|Förvara
20464|39658|Ask|Askar
20465|39658|Föremålsbild|
20466|39658|Graverad|
20467|22536|Silverbrokad|Silverbrokader
20468|22536|Broderier|Broderade
20469|22536|Silvertråd|
20470|22536|Textilier|Tyger
20472|22536|Släp|Kläder Dräkt
20473|22536|Detalj|Närbild Detaljer
20474|22536|Föremålsbild|
20475|22536|Hedvig Elisabeth Charlotta|
20476|31098|Kronor|
20479|31098|Textilier|Tyger
20480|31098|Silvertråd|
20481|31098|Kröningsdräkter|
20482|31098|Silver|
20483|31098|Paljetter|
20484|31098|Föremålsbild|
20485|22536|Paljetter|
20486|31098|Detalj|Närbild Detaljer
20487|31098|Sofia Magdalena|
20488|13973|Ridutrustning|Ridutrustningar
20489|13973|Fransar|
20490|13973|Ländschabrak|
20491|13973|Föremålsbild|
20492|13973|Bethlen Gabor|
20493|13973|Gåva|
20494|13973|Gustav II Adolfs|Gustaf II Adolfs
20495|48213|Turkoser|
20496|48213|Mässing|
20497|48213|Huvudlag|
20498|48213|Hästutrustning|
20499|48213|Fransar|
20500|48213|Bethlen Gabor|
20501|48213|Föremålsbild|
20502|65335|Turkoser|
20503|65335|Detalj|Närbild Detaljer
20504|65335|Stenar|
20505|65335|Huvudlag|
20506|65335|Bethlen Gabor|
20507|65335|Turkisk|Turkiska
20508|65335|Föremålsbild|
20509|73897|Huvudlag|
20511|82456|Fransar|
20512|82456|Silvertråd|
20513|82456|Siden|
20514|82456|Röd|Rött Röda
20516|82456|Huvudlag|
20520|82456|Föremålsbild|
20522|13971|Detalj|Närbild Detaljer
20523|13971|Huvudlag|
20524|13971|Mässing|
20525|13971|Turkoser|
20526|13971|Föremålsbild|
20527|22534|Detalj|Närbild Detaljer
20528|22534|Huvudlag|
20529|22534|Bethlen Gabor|
20530|22534|Föremålsbild|
20531|31096|Bakbom|
20532|31096|Silver|
20533|31096|Turkoser|
20535|31096|Kristina|Drottning Kristina
20536|31096|Föremålsbild|
20537|31096|Bethlen Gabor|
20538|31096|Stenar|
20539|31096|Stormaktstiden|
20540|87584|Wilhelmina von Hallwyl|
20542|86587|Wilhelmina von Hallwyl|
20543|89067|Walther von Hallwyl|
20544|89073|Walther von Hallwyl|
20545|89074|Walther von Hallwyl|
20546|89075|Walther von Hallwyl|
20548|85858|Walther von Hallwyl|
20549|85863|Walther von Hallwyl|
20550|85874|Walther von Hallwyl|
20551|85876|Walther von Hallwyl|
20552|87319|Ebba von Hallwyl|
20554|87321|Ebba von Hallwyl|
20555|87319|Ebba von Hallwyl|
20556|87203|Ebba von Hallwyl|
20557|13969|Rem|
20558|13969|Bethlen Gabor|
20559|13969|Läder|Skinn
20560|13969|Föremålsbild|
20561|13970|Läder|Skinn
20562|13970|Baksida|Baksidor
20563|13970|Förbygel|
20564|13970|Föremålsbild|
20565|56776|Sammet|Sammets
20566|56776|Guldtråd|Guldtrådar
20567|56776|Stormaktstiden|
20568|56776|Röd|Rött Röda
20569|56776|Bomsadel|Bomsadlar
20570|56776|Blommor|Blommigt Blomster
20571|56776|Broderad|Broderade
20572|56776|Föremålsbild|
20573|65337|Sammet|Sammets
20574|65337|Guldtråd|Guldtrådar
20575|65337|Hästtäcke|
20576|65337|Schabrak|Ridutrustningar
20578|65337|Broderad|Broderade
20579|65337|Blommor|Blommigt Blomster
20580|65337|Föremålsbild|
20581|65337|Gåva|
20582|65337|Stormaktstiden|
20583|65337|Turkisk|Turkiska
20584|65337|Bethlen Gabor|
20585|65337|Gustav II Adolfs|Gustaf II Adolfs
20587|39656|Frambom|
20588|39656|Silver|
20589|39656|Turkoser|
20590|39656|Stenar|
20592|39656|Detalj|Närbild Detaljer
20593|39656|Sadel|Sadlar Ridutrustning
20594|39656|Bomsadel|Bomsadlar
20595|39656|Föremålsbild|
20596|48214|Turkisk|Turkiska
20598|48214|Bomsadel|Bomsadlar
20599|48214|Sammet|Sammets
20600|48214|Röd|Rött Röda
20601|48214|Broderad|Broderade
20602|48214|Föremålsbild|
20603|48214|Gåva|
20604|48214|Bethlen Gabor|
20605|48214|Stormaktstiden|
20606|65336|Bakbom|
20607|65336|Turkoser|
20608|65336|Silver|
20609|65336|Juveler|
20610|65336|Föremålsbild|
20611|39656|Juveler|
20612|65335|Juveler|
20613|56775|Bakbom|
20614|56775|Guldtråd|Guldtrådar
20615|56775|Broderad|Broderade
20616|56775|Detalj|Närbild Detaljer
20617|56775|Bomsadel|Bomsadlar
20618|56775|Föremålsbild|
20619|65336|Detalj|Närbild Detaljer
20621|31096|Detalj|Närbild Detaljer
20622|73898|Turkisk|Turkiska
20623|73898|Sadel|Sadlar Ridutrustning
20624|73898|Sammet|Sammets
20625|73898|Röd|Rött Röda
20626|73898|Föremålsbild|
20627|48215|Bomsadel|Bomsadlar
20628|48215|Undersidan|
20630|48215|Turkisk|Turkiska
20631|48215|Föremålsbild|
20632|48215|Ridutrustning|Ridutrustningar
20633|39657|Bomsadel|Bomsadlar
20634|39657|Juveler|
20637|39657|Silver|
20638|39657|Föremålsbild|
20639|31097|Guldtråd|Guldtrådar
20640|31097|Sammet|Sammets
20641|31097|Röd|Rött Röda
20642|31097|Detalj|Närbild Detaljer
20643|31097|Föremålsbild|
20644|22535|Broderad|Broderade
20645|22535|Blomma|Blommor
20647|22535|Sammet|Sammets
20648|22535|Röd|Rött Röda
20649|22535|Guldtråd|Guldtrådar
20650|22535|Detalj|Närbild Detaljer
20651|22535|Föremålsbild|
20652|13972|Broderier|Broderade
20653|13972|Sammet|Sammets
20654|13972|Guldtråd|Guldtrådar
20655|13972|Textilier|Tyger
20656|13972|Detalj|Närbild Detaljer
20657|13972|Föremålsbild|
20658|5411|Turkoser|
20659|5411|Silver|
20660|5411|Bomsadel|Bomsadlar
20661|5411|Detalj|Närbild Detaljer
20662|5411|Juveler|
20663|5411|Föremålsbild|
20664|82457|Juveler|
20666|82457|Detalj|Närbild Detaljer
20667|82457|Bomsadel|Bomsadlar
20668|82457|Föremålsbild|
20669|13972|Röd|Rött Röda
20673|39657|Gröna|Grönt
20674|65337|Röd|Rött Röda
20675|73899|Guldtråd|Guldtrådar
20676|73899|Broderad|Broderade
20677|73899|Sammet|Sammets
20678|73899|Fransar|
20680|73899|Detalj|Närbild Detaljer
20681|73899|Röd|Rött Röda
20682|73899|Föremålsbild|
20683|73899|Schabrak|Ridutrustningar
20684|82458|Blommor|Blommigt Blomster
20686|82458|Guld|
20687|82458|Rött|Röda
20688|82458|Broderad|Broderade
20689|82458|Schabrak|Ridutrustningar
20690|82458|Textilier|Tyger
20691|82458|Sammet|Sammets
20692|82458|Turkisk|Turkiska
20693|82458|Föremålsbild|
20694|5412|Ländschabrak|
20695|5412|Fransar|
20696|5412|Bethlen Gabor|
20697|5412|Föremålsbild|
20698|22533|Läder|Skinn
20699|22533|Silver|
20700|22533|Förbygel|
20701|22533|Föremålsbild|
20702|22533|Rem|
20703|22533|Turkisk|Turkiska
20704|31095|Förbygelsmycke|Förbygelsmycken
20705|31095|Turkoser|
20706|31095|Rubiner|Ädelstenar
20707|31095|Gåva|
20708|31095|Stormaktstiden|
20709|31095|Bethlen Gabor|
20710|31095|Gustav II Adolfs|Gustaf II Adolfs
20711|31095|Föremålsbild|
20712|82453|Sammet|Sammets
20713|82453|Guld|
20714|82453|Balja|
20715|82453|Gåva|
20716|82453|Föremålsbild|
20717|73894|Balja|
20718|73894|Guld|
20719|73894|Turkoser|
20720|73894|Föremålsbild|
20721|85711|Omgången|
20722|85711|Interiör|Interiörer
20723|85711|Barocken|Barockstil Barocka
20724|85711|Miljöbild|Miljöbilder
20725|85711|Stormaktstiden|
20726|85712|Herrmode|Herrmoden Trender
20727|85712|1600-tal|
20728|85712|Stormaktstiden|
20729|85712|Hund|Hundar Djur
20730|85712|Byxor|Kläder Dräkter
20731|85712|Blondin|Blondiner
20732|85712|Grått|Gråa
20733|85712|Målning|Målningar Konst
20734|85712|Porträtt|Konst
20735|85712|Stövlar|Skor
20737|85712|Man|Män
20738|85712|Föremålsbild|
20739|85713|Allegori|Allegorier
20740|85713|Målning|Målningar Konst
20741|85713|Musikinstrument|
20742|85713|1500-tal|
20743|85713|Tavla|Tavlor
20744|85713|Föremålsbild|
20745|85714|Tavlor|
20746|85714|Interiör|Interiörer
20747|85714|Gyllenlädertapet|Tapeter Gyllenlädertapeter
20748|85714|Inredning|Interiörer
20749|85714|Föremålsbild|
20750|85716|Peter Binoit|
20751|85716|Fåglar|Djur
20752|85716|Målning|Målningar Konst
20753|85716|Insekter|
20754|85716|Stilleben|
20755|85716|Död|
20756|85716|Föremålsbild|
20761|85717|Måltider|
20762|85717|Interiör|Interiörer
20763|85717|Kopparstick|Grafik
20764|85717|Grafik|Tryck
20765|85717|Inredning|Interiörer
20766|85717|Nürnberg|Tyskland
20767|85717|Tavla|Tavlor
20768|85717|Föremålsbild|
20769|85717|Barocken|Barockstil Barocka
20770|85717|Kilian|
20772|85719|Italienare|
20773|85719|Trettioåriga kriget|
20774|85719|Fältmarskalk|
20775|85719|Merian|
20776|85719|Porträtt|Konst
20777|85719|Rustning|Rustningar
20778|85719|Barocken|Barockstil Barocka
20779|85719|Mustasch|Mustascher
20780|85719|Man|Män
20781|85719|Målning|Målningar Konst
20782|85719|Föremålsbild|
20783|85719|Mörk|
20784|85717|Trettioåriga kriget|
20786|85720|Signatur|Signaturer Signerat
20787|85720|Sigillstamp|Stämplar
20788|85720|Handstil|Handskrift
20789|85720|Papper|
20791|85720|Föremålsbild|
20792|85694|Stilleben|
20793|85694|Accessoarer|Dräkter Kläder
20794|85694|Lila|
20795|85694|Föremålsbild|
20797|85715|Anna Brahe|
20798|85715|Handskrift|Handskrifter
20799|85715|Stilleben|
20800|85715|Föremålsbild|
20801|85697|Stilleben|
20802|85697|Hattar|Huvudbonader
20803|85697|Fjädrar|
20804|85697|Föremålsbild|
20805|85699|Accessoarer|Dräkter Kläder
20806|85699|Stilleben|
20807|85699|Smycken|
20808|85699|Föremålsbild|
20809|85704|Dammode|Trender Dammoden
20812|85704|Accessoarer|Dräkter Kläder
20815|85704|Korallpärlor|
20816|85704|Föremålsbild|
20817|85704|1800-tal|
20818|85694|Dammode|Trender Dammoden
20822|85707|Solfjäder|Solfjädrar Accessoarer
20823|85707|Stilleben|
20826|85707|Fjädrar|
20827|85707|Föremålsbild|
20828|84976|Kröningshimmel|
20829|84976|Drottning|
20830|84976|Kristina|Drottning Kristina
20831|84976|Föremålsbild|
20832|84976|Utställningar|
20834|24987|Skinn|Läder
20836|24987|Dammode|Trender Dammoden
20837|24987|1600-tal|
20838|24987|Föremålsbild|
20839|24987|Klackskor|
20840|6578|Skor|Dräkter
20841|6578|Bruna|Brunt
20842|6578|Herrmode|Herrmoden Trender
20843|6578|1600-tal|
20844|6578|Föremålsbild|
20845|6578|Skinn|Läder
20846|87457|Blått|Blåa
20848|87457|Föremålsbild|
