AusId|AusTitelS|AusOrtS|std_year|AusJahrS|AusDatumVonD|AusDatumBisD|AufAufgabeS|AobObjId
618|Fäktning på lek och allvar||||||Livrustkammaren|63432;42338;41693;41692;42221;50089;45404;45397;68505;48116;42190;45395;50180;47506;50235;55233;45616;45600;45583;70150;42217;45829;41479;46891;42007;48039;45428;46895;45425;45582;61276;61284;61283;61282;61281;61280;61279;42204;61277;61287;49226;46502;42162;42129;45938;47608;61278;45925;47994;46444;42420;46512;42237;46894;61285;46892;61286;47274;41650;47370;46539;44494;61288;48019;46893;47935;49295;46963;39384;45756;40273;42343;41927;43770;40627;50204;50205;52898;41504;41503;41502;53227;47422;42194;42227;42088;43591;41720;43943;43829;42316;43593;41786;49298;41898;42144;47277;47096;43005;49328;47087;45430;48774;42109;48054;51854;40886;48046;45910;45908;45907;42959;42940;42335;42247;46542;42188;46543;41874;41771;41768;41685;41752;41751;41750;41747;42189;52083;49493;48018;42200;47992;47991;48529;49297;64338;46541;53675;48053;51957;51664;49331;48261;47378;47148;46558;46557;41579;45405;55222;42187;42198;42201;70145;69027;40977;46562;70149;42186;70156;70153;67108;67109;45389;45387;45396;50254;45398;46473;70155;44127;48004;42199;53228;45909;48005;42195;42191;42956;47995;42307;46964;43960;43594;44059;41652;39429;66294;47097;43944;44060;42308;48126;85515;85513;85510;85521;85517;85511;85518;85512;85519;85514;85520;85516;85536;85530;85531;85532;85533;85534;85535;85526;85509;85522;85529;85528;85527;85525;85524;85523;85488;85481;85489;85487;85486;85485;85484;85490;85482;85493;85480;85479;85478;85477;85476;85537;85483;85499;85507;85506;85505;85504;85503;85502;85491;85500;85492;85498;85497;85496;85495;85494;85508;85501;85450;85432;85464;85463;85462;85461;85460;85459;85458;85457;85456;85455;85454;85453;85466;85444;85434;85433;85473;85431;85430;85452;85546;85451;85445;85446;85447;85448;85449;85467;85429;85541;85538;85544;85465;85542;85540;85539;85472;85471;85470;85469;85468;85543
619|Utst om unionsupplösn (100-årsminnet)||2005||2005-06-07 00:00:00|2005-09-30 00:00:00|Livrustkammaren|38951;42797;37052;37053;42306;42796;42305
620|Fursten, om hertig Karl och hans slott||2004-2005||2004-06-14 00:00:00|2005-06-30 00:00:00|Livrustkammaren|67563;37821;37820
621|Lystleir||2005||2005-04-12 00:00:00|2005-12-31 00:00:00|Livrustkammaren|49993;49218;49992;36628;56736;42324;42325;49715;49217;49215;50881;50882;50883
624|Människokroppen i konst o vetenskap||2005||2005-03-03 00:00:00|2005-05-22 00:00:00|Livrustkammaren|61356
625|"Der Kreml. Gottesruhm u.  Zarenpracht"||2004||2004-06-26 00:00:00|2004-09-13 00:00:00|Livrustkammaren|56957
628|"Heavy Metal"||2004-2005||2004-11-01 00:00:00|2005-02-28 00:00:00|Livrustkammaren|60015;60016;60014;60013;60012;60007;60010;60009;60008;60017;60011
630|"Militära handeldvapen fr Jönköpings, Husqvarna Gevärsfaktori 1624-1871" - basutställning||2005-2013||2005-02-28 00:00:00|2013-06-30 00:00:00|Livrustkammaren|45806;39719;39675
631|Theâtre de Cour (Fontainebleau)||2005-2006||2005-10-15 00:00:00|2006-02-28 00:00:00|Livrustkammaren|51352;65861
633|1700-tal. CG Tessin på Läckö||2005||2005-06-05 00:00:00|2005-08-28 00:00:00|Livrustkammaren|67068;67079;67077;67074;67078;67071;67085;67070;67069;67073;67076;67075;67060;37498;37499;47685;47686;67054;52602;52603;67055;67056;67057;67083;67059;67080;67061;67062;67063;67064;67065;67066;67067;67084;67072;67082;67081;67058
634|Unionsutställningen - Maihaugen - LRK||2005-2006||2005-11-04 00:00:00|2006-08-31 00:00:00|Livrustkammaren|86806;86800;86801;86802;86803;86805;86804
635|Prinsessor||||||Livrustkammaren|48361;47134;47079;48372;48369;48654;48653;48358;48568;37727;48581;48580;48450;58276;62268;70090;48567;68030;39489;37499;42623;37498;36734;68031;47080;69480;39210;57891;57890;53884;68033;36541;36540;69479;47141;52187;57204;57203;47146;47145;47144;39184;47142;52173;47140;47139;47138;47137;47136;47135;47143;55625;36702;55648;54145;36533;47040;48750;52182;55623;50106;64098;55646;57464;55742;46620;36520;39195;55617;45687;46630;46629;46636;48366;48363;55618;45690;58511;46638;45689;45688;46632;46631;36460;37722;46882;46874;46875;46876;46877;46878;46879;46625;46881;57618;46883;46884;46885;63888;68063;58512;46880;57315;68536;68813;68811;68810;36731;63889;45691;57316;68539;37558;37663;37640;37639;39160;68027;48646;54347;57356;39190;39189;39250;39249;68537;48651;68538;48645;39256;58278;68038;68540;43795;48652;46873;46908;58242;58194;45997;58193;45724;45723;45722;45721;45720;46898;46907;46906;46905;46904;46903;46902;46899;45717;46896;58243;46901;36579;45761;55965;58072;68007;57502;57472;45719;45972;37550;58192;58191;58190;58171;58189;47133;45998;57986;45716;45715;46872;58244;46016;37551;57987;61930;57985;57984;57983;68010;68009;68008;45718;58468;46958;47118;46909;47050;47049;46985;46984;46951;46959;46988;46957;46956;46955;46954;46953;46952;46960;46995;47132;47131;47130;47129;47128;47127;46996;46987;46994;46993;46992;46991;46990;46989;47051;47119;46916;46930;46929;46926;46922;46912;46920;46910;46917;46921;46915;46914;46913;46950;46911;46986;46918;46947;46919;46948;46931;46946;46945;46944;46943;46942;46940;46939;46936;46935;46934;46933;46932;46941;46949
636|När Sverige styrdes från Moldavien||2005-2006||2005-12-01 00:00:00|2006-02-26 00:00:00|Livrustkammaren|48761;39874;39873;45748;41377;63756;63755;39113;48421;37545
637|Lek- och lärrummet||2005||2005-11-02 00:00:00||Livrustkammaren|55625;36731;36533;39489;62784;65733;64346;64345;64344;64343;58225;66444;39210;58224;65871;65870;65869;65868;65867;45761;64342
638|Kungl. Maj:ts Orden,  basutställning||2005-2014||2005-03-07 00:00:00|2014-01-31 00:00:00|Livrustkammaren|70082;38279;70073;70075;70074;70072;70081;70076;61239;64117;64118;56089;42908;56135;70083;38614;55833;37509;70084;36682;50102;61238;56371;55832;61240;46596;55834;37077;38815;66912;38831;66977;67838;37123;41358;38419;36987;37263;36593;43260;38872;37480;37079;37100;37101;37114;37115;37116;37155;37156;37297;37343;38292;37479;37065;37481;37498;37499;37958;37959;37960;38174;38175;38178;38179;38278;46411;66120;63334;37160;37162;42213;37072;37067;37264;42211;42212;45658;45659;37078;37074;66121;47738;42852;37016;37048;37052;66911;37055;46435;37062;37058;43259;38347;46150;52368;52367;52366;38412;38357;38354;38348;37120;37124;37134;37163;38396;38397
639|"Per Brahe d y reser", Villmanstrand||2005||2005-06-15 00:00:00|2005-09-25 00:00:00|Livrustkammaren|52854;50267;44453;44452;44451;44449;44448;41770;41111;55230;41102;44450;40861;41103
640|Jubileumsutst, Lützen-Kapelle, 2007||2007||2007-08-31 00:00:00|2007-12-06 00:00:00|Livrustkammaren|67688;67689;48255;41354;67690;37596;67691;67687;67686;67776;41353;67775
641|"Unter fürstlichem Regiment. Barth als...||2005||2005-06-24 00:00:00|2005-09-25 00:00:00|Livrustkammaren|52811;45532
642|"The Quixote through the clothes"|Museo del Traje, Madrid|2005-2006||2005-12-01 00:00:00|2006-03-31 00:00:00|Livrustkammaren|55544;55543
643|"Bohuslän som Gränsland"||2005-2008|2005|2005-11-10 00:00:00|2008-05-09 00:00:00|Livrustkammaren|39474;39473;39472;39471
644|"l'Homme Paré"||2005-2006||2005-10-19 00:00:00|2006-04-30 00:00:00|Livrustkammaren|58082;64105;64106;67942;67945;67944;55578;56171;55838;55807;55804;67990;67989;67988;67987;48203;67986;67943;55577;58083;48200;48201;48202
645|"Linne för bord och bädd"|Skokloster|2005||2005-05-21 00:00:00|2005-11-06 00:00:00|Livrustkammaren|69794
646|"From Tsar to Emperor. Moscow - Saint Petersburg"||2005-2006|2005 2006|2005-10-11 00:00:00|2006-01-22 00:00:00|Livrustkammaren|56957;68860
647|"Major kings residing in Cracow", 750årsjubileum av Krakows grundande(?)||2007||2007-06-01 00:00:00||Livrustkammaren|62721
648|"Lockenpracht und Herrschermacht"||2006||2006-05-07 00:00:00|2006-07-30 00:00:00|Livrustkammaren|48421
649|nya Tumba bruksmuseum||2005-2013|2005|2005-06-04 00:00:00|2013-06-30 00:00:00|Livrustkammaren|37034
650|"Skepp i strid" (Vasamuseet)||2005-2009||2005-11-01 00:00:00|2009-12-10 00:00:00|Livrustkammaren|58614;59427;58976;54185;53641;36604;66702;45900;39655;56797
651|Threads of Splendor: Tapestry in the Baroque||2007-2008||2007-09-01 00:00:00|2008-01-30 00:00:00|Livrustkammaren|65391;65390
652|Men's underwear and phenomena around it||2005-2006||2005-12-15 00:00:00|2006-02-19 00:00:00|Livrustkammaren|55582;55581
653|«Le chant du monde-L’Art de l’Iran  Safavide, 1501-1736”||2007-2008||2007-10-01 00:00:00|2008-01-07 00:00:00|Livrustkammaren|42734
654|Läckö, sommaren 2006||2006||2006-06-01 00:00:00|2006-08-31 00:00:00|Livrustkammaren|36483
655|"Imagines potestatis - Regalia and Symbols of Authority of Polish Kings and Grand Masters of the Teutonic Knights"||2007||2007-06-08 00:00:00|2007-09-30 00:00:00|Livrustkammaren|62731;62728;62727;62714;64292;62730;62732;62733;62734;62735;62736;62737;62738;62726;62729;54579;39146;62725;36460;62716;59186;69093;54580;43359;39545;45170;62710;68073;67648;67419;62532;62715;62724;62723;62722;62721;62720;62719;48174;62717;52108;62713;62712;62711;64362;49573;62718
657|Museum Tre Kronor / Ståthållarämbetet - STÄ (tidigare Kungl. Husgerådskammaren)||1999-2013|1999|1999-12-01 00:00:00|2013-12-31 00:00:00|Livrustkammaren|59883;55542;55541;55540;39992;55539;55538;42469;38541;43508;66812;66809;66807;66805;55537;43568;43505;55571;43510;55536;43485;58012;64010;58011;58014;58013;64011;58909
658|Basutställning|Blekinge Museum, Karlskrona|2006-2013|2006|2006-06-01 00:00:00|2013-06-30 00:00:00|Livrustkammaren|38980
660|"Det elegante liv" (arb.namn)||2007||2007-02-10 00:00:00|2007-05-28 00:00:00|Livrustkammaren|62595;62594;37667;62593
661|Solliden 100 år||2006||2006-05-20 00:00:00|2006-10-01 00:00:00|Livrustkammaren|49052
662|GC von Döbeln (arb.namn)||2008||2008-04-01 00:00:00|2008-08-31 00:00:00|Livrustkammaren|37615
663|Göingebössa i Armémuseum, basutst||2006-2011||2006-06-02 00:00:00|2011-12-31 00:00:00|Livrustkammaren|44493
664|"Art of Ivan the Terrible's Age" (arbets- namn)||2007-2008||2007-10-01 00:00:00|2008-01-31 00:00:00|Livrustkammaren|56957
666|Utst "Costumes de cour de 1650 à 1800", mars-juni 2009||2009||2009-03-01 00:00:00|2009-06-30 00:00:00|Livrustkammaren|57867;67849;67848;67860;67866;67865;67863;63883;47220;67990;67989;67988;67987;67986;67864;67858;63649;63648;57995;58044;56171;55807;67850;55838;63882;57459;57458;57988;68031;68030;53884;57996;55804;67859
667|Utst "Schwedenzeit in Pommern", (staden Wolgasts 750-årsjubileum)||2007||2007-06-01 00:00:00|2007-09-15 00:00:00|Livrustkammaren|42872;45535;46016;52811;47148;55879;57281;67774;67964;67773;67772;42873;39914;42700;42777;50203;67771;54022;50221;68528;42664;37748;42670
668|Alexander Roslin||2007-2008||2007-09-27 00:00:00|2008-01-13 00:00:00|Livrustkammaren|68031;68030;53884
669|Rustkammaren på Läckö||2007||2007-06-09 00:00:00|2007-09-30 00:00:00|Livrustkammaren|41168;41169;41167;41166;41165;44326;39682;38546;39553;41865;41968;44419;62517;44426;44325;39582;44324;41170;21321
671|Skor ger mer - makt flärd magi||2007||2007-01-29 00:00:00|2007-09-01 00:00:00|Livrustkammaren|63822;67952;64074;63937;63671;63672;54133;54134;63793;54164;63823;64061;62810;54139;54172;54171;63792;69552;54159;63882;62028;69479;69480;64084;64085;63845;63284;54165;69553;57090;57091;48369;48372;64070;64071;63722;63283;64078;51706;51707;51708;63874;63875;66107;66108;64069;43256;64001;64079;64098;54146;54147;63733;63846;54142;43255;64011;63721;48654;48653;64104;64103;54141;64062;51705;63936;63734;43733;54140;63883;64010;54145;64000;64068;62811;64114;63698;63778;63777;63929;63928;63985;63984;63951;63741;63956;64113;64083;64082;49841;49840;49839;49838;43142;63742;70265;63697;63692;63691;63684;63683;63674;63673;63950;58317;64004;63995;63994;64007;64006;56249;56248;48646;64075;58170;50556;43139;57996;57995;64116;64115;64091;64090;43141;68539;63649;50555;48358;47079;64112;64111;63754;63753;67953;68540;64087;58316;68021;68020;54152;54163;54162;54156;54155;43140;67884;63648;64086;67878;67877;64093;64092;68026;68025;64005;67885;48655;63659;63727;63791;63790;55443;53917;57088;57087;48701;63729;48656;63730;48660;48659;48658;48657;50717;50716;70264;48651;63703;52124;48700;62109;48645;48764;48763;48762;63891;63890;67856;67855;64064;63728;67990;52125;62108;55573;55572;63877;67939;67938;63720;63719;63732;63731;64063;63755;52126;63713;63714;68341;68340;67433;63658;63712;48652;63711;63756;64101;54170;50853;63887;50851;52127;67434;68371;63736;63735;64100;64099;63752;63751;63747;64102;68370;54136;54135;63704;63748;87517;87518;87519;87475;87474;82110;87520;87521;87522;87523;87524;33051;33056;33054;33053;33052;8007
673|Krigsbyte||2007-2008||2007-11-19 00:00:00|2008-09-01 00:00:00|Livrustkammaren|63286;63872;63871;63863;63862;65099;57369;54164;55916;56750;56749;56748;63285;57370;55828;57191;57190;54165;56112;56131;56114;56747;42929;65362;64327;52441;58918;48765;40429;42047;48193;43851;47700;42930;68076;46268;55778;44381;45775;58426;44382;39545;44087;43960;43850;43645;60007;58954;45771;45770;46270;46269;54580;54579;59198;45171;60010;45170;36653;45996;43724;43657;43192;43656;47191;59187;59197;59196;59195;59194;59193;59192;59191;59190;60008;59188;60009;59186;60017;60016;60015;60014;60013;60012;60011;59189;58660;47190;58651;58652;58653;58654;58655;58656;58657;58649;58659;46556;52799;52800;52801;52802;52803;52804;67689;52175;61297;58658;39860;59777;43959;40896;40897;47090;47091;44491;44492;58650;49305;56127;47698;47617;47701;47702;47703;47704;46554;46555;49304;43726;41603;67418;67417;69094;69093;69092;69091;69090;69089;69088;67419;44368;67645;43725;44336;44335;44332;44331;48174;45772;43738;41674;39146;49570;44369;56446;56126;56125;42045;56128;62602;62601;41665;41600;44152;56957;68073;56447;44115;56445;56444;56443;56442;56441;56440;56439;67650;67649;67648;67647;56956;39627;59202;52108;52109;59201;59200;59199;39626;44323;41602;87784;87796;87752;87785;87782;87787;87788;87789;87790;87791;87792;87793;87781;87795;87783;87797;87798;87799;87800;87801;87802;87803;87804;87805;87806;87807;87794;86715;87753;87754;87751;87755;87756;87757;87758;87759;87786;84754;87780;87766;87776;87779;87760;87777;87767;87775;87774;87773;87772;87771;87770;87769;87768;87778;28004;32631;21920;28247;28386;28089;28034;28384;32282;24491;24355;26895;28404;32333;28005;28408;34169;32293;31640;21416;28006;28003;14172
674|Franska gåvan||||||Livrustkammaren|54096;42879;67634;54114;54103;54102;42951;54099;54097;67641;40096;40091;40092;54098;40095;67626;40173;40174;40177;39944;39945;42952;67629;67625;42881
675|Skattkammaren på Läckö (2007)||2007||2007-06-02 00:00:00|2007-09-30 00:00:00|Livrustkammaren|36483
677|Europalia Festival 2007-2008, ”Sparkling Europe”, 23 okt 2007 - 17 feb 2008||2007-2008|2007|2007-10-23 00:00:00|2008-02-17 00:00:00|Livrustkammaren|36458;36697;37690;36457
678|"Tidens Form" (Nationalmuseum)||2008||2008-04-24 00:00:00|2008-10-19 00:00:00|Livrustkammaren|55528;37695;37696;37698;37691;37687;37697;36483;36565;37658;55529;79177;88340;79175;88341;88342;88343;21263;31696;21231;31697;21911;23379;22064;17290;16364;17176;6794;16391
679|”Björneborg - Johans stad”, Satakunta Museum, Björneborg/Pori||2008||2008-03-08 00:00:00|2008-10-12 00:00:00|Livrustkammaren|59394;63361;63362;63363;63364;63365;63366;62606;63360;36483;63367;59504;59503;59502;36756;46544;62618;63373;63372;63371;63370;63369;53549;43733;63359;47410;47409;66057;66047;59360;63368;50404;53931
680|utst Victoria & Albert Baroque Exhibition 2009||2009||2009-03-01 00:00:00|2009-06-28 00:00:00|Livrustkammaren|62809;50067;62806;62810;44239;44240;62808;62807;62811
681|Lura Ögat. Fem seklers bländverk.||2008-2009||2008-09-25 00:00:00|2009-01-11 00:00:00|Livrustkammaren|48173;54408;53238
685|utst om Holmens bruk 400 år||2009-2010||2009-09-20 00:00:00|2010-01-31 00:00:00|Livrustkammaren|56963;60032;60031;60030;60029;60028;60027;60026;60025;60024;60023;60022;60033
686|1809 - Rikssprängning och begynnelse 200-årsminnet av finska kriget|Stockholm|2008-2009||2008-10-08 00:00:00|2009-12-31 00:00:00|Livrustkammaren|46774;46775;46761;46698;46773;46772;46771;46780;38418;46868;40382;46459;52406;41464;48773;57169;36876;37659;67853;40383;66976;67867;45627;42794;37287;37274;37275;48193;67855;37116;38951;37281;42817;67868;67869;55819;55506;55507;67870;41946;41947;46458;46760;42944;40429;67851;67852;67854;41694;67856;67857;55502;45143;45734;43851;42929;46443;37591;42816;46132;37615;48772;37263;37247;43850;38419;57168;49186;38424;46171;36612;52405;38218;36733;38420;38421;38422;38423;38950;42047;38409;46756;46753;39161;37658;46759;62136;46757;46754;48765;42853;37044;46758;38425
687|Den oumbärliga väskan||2008-2009||2008-02-22 00:00:00|2009-01-06 00:00:00|Livrustkammaren|46677;66645;69796;59783;48567;59782;46761;37586;39462;37637;51845;48568;48571;48707;48710;51842;62352;36742;37572;51849;46671;48729;48375;47033;48566;47443;36685;47038;47419;48361;36726;33168;33881;35633;35635;21630;21631;24599;24600;33880
689|Två utst jubileumsåret 2009 (Finland)||||||Livrustkammaren|38418
690|300-årsminnet av slaget vid Poltava / Poltava 300 Years (Eremitaget och Kreml-museet)||2009-2010||2009-06-01 00:00:00|2010-03-25 00:00:00|Livrustkammaren|69994;69990;69991;70018;69993;69995;69996;69992;67797;36663;55773;48890;67435;67434;67433;67803;67802;67801;67800;67799;67798;44386;52054;52055;45748;49350;56128;42045;48761;48421
691|ang. Valet av Jean Baptiste Bernadotte till Sveriges kronprins i Örebro 1810||2010-2011|2010|2010-05-15 00:00:00|2011-01-16 00:00:00|Livrustkammaren|45756;41312;41313;47498;42853;41694;41695;57291;39455;39456;39469;57746;56816;39459;39457;39462;67602;67603;67604;45666;45667
692|SKOR - skor i konsten och konstskor||2008||2008-06-04 00:00:00|2008-09-28 00:00:00|Livrustkammaren|63733;63734;62150;62151;64062;64010;64064;64061;64011
693|Folke Bernadotte||2008||2008-06-14 00:00:00||Livrustkammaren|36681;36680;36679;36678;36677;36676;37409;36674;37361;37386;64943;64942;69163;36673;36675
694|State Museum of the Moscow Kremlin +  Astrakhan Historico-Architectural Museum||2009||2009-03-15 00:00:00|2009-06-12 00:00:00|Livrustkammaren|37799;56957
695|From a Courtly Perspective: The Elevation of Self from Renaissance to Baroque.||2009-2010||2009-11-10 00:00:00|2010-09-20 00:00:00|Livrustkammaren|63929;63928;62151;62150;64062;54174;63864;54145;63877;64061;64010;67989;64070;64071;64011;54142;54173;33052;33053
696|Utst om 1809 års regeringsform, på Svaneholms slott||2009||2009-03-01 00:00:00|2009-09-27 00:00:00|Livrustkammaren|68447;68451;68452;68449;68446;68450;68448
697|(arb.namn) Pomerania affiliations to the Swed. Kingdom from 1648-1815||2010-2015|2010|2010-05-12 00:00:00|2015-05-01 00:00:00|Livrustkammaren|37748
698|Statsgåvor||2009||2009-06-06 00:00:00|2009-09-30 00:00:00|Livrustkammaren|44333;44334;42614;45623;52097;44502;52102;52101;52100;52098;45624;52096;42304;42303;54169;54119;67416;67415;45625;52099;39873;56275;56274;56273;40759;56271;45622;56276;39874;56272;54099;54098;67629;42881;40090;40089;56269;44322;55906;55907;55908;55909;55910;54168;55912;43739;43999;44321;54622;55905;43998;56270
699|Kungagåvor till folket|Läckö|2009||2009-06-06 00:00:00|2009-09-30 00:00:00|Livrustkammaren|51963;51962;52032;52031;36663;52039;52033;41354;41353;41668;41667;48760;52050;52044;52045;52046;52034;52048;52043;52049;52047;52051;60987;37709;41952;46721;42112;52037;52042;52035;52041;52036;52038;52040
704|Historiska museet, "Sveriges historia"||2010-2015|2010|2010-03-01 00:00:00|2015-04-30 00:00:00|Livrustkammaren|36731;62164;62165;62166
705|Riddarklubbens värld||||||Livrustkammaren|39384;55625;39210;68810;59048;45938;61976;36460;47611
706|Skattkammaren på Läckö||2009||2009-06-06 00:00:00|2009-09-30 00:00:00|Livrustkammaren|36483
707|”Sainte Russie, de la Rus’ de Kiev à la Russie de Pierre le Grand”  (Louvren)||2010||2010-03-01 00:00:00|2010-05-24 00:00:00|Livrustkammaren|56957
708|Spec.utst om hemlig övervakning och spionage fr 1700-talet till idag.||2009-2010||2009-10-09 00:00:00|2010-10-24 00:00:00|Livrustkammaren|41475
709|"Militära handeldvapen fr Jönköpings, Husqvarna Gevärsfaktori 1624-1871" (basutst)||2005|2005|||Livrustkammaren|39675;39719;45806
710|Härskarkonst. Napoleon - Karl Johan - Alexander|Nationalmuseum|2010-2011|2010|2010-09-29 00:00:00|2011-01-23 00:00:00|Livrustkammaren|37053;39473;39474;39500;39501;46132;46133;46134;54339;41547;68036;37052;45908;38531;40072;40073;45185;46038;39472;41548;45925;62132;64101;39471;49187;37030;45756;41312;41313;43749;45907;45909;45910;49186;45669;47498;64102;39108;46037;45668;45666;45926;48769;62314;61957;48771;48770;42932;45667;62136;46868;48765;38450;38421;38409;38418;37044;46171
711|Galileos teleskop; Instrumentet som förändrade världen|Nobelmuseet, Stockholm|2009-2010|2009 2010|2009-10-09 00:00:00|2010-01-17 00:00:00|Livrustkammaren|36779
712|"Sous l'égide de Mars : Armures des Princes d'Europe'" (tid. arbetstitel: "Armures et décors maniéristes francais")|Musée de l'armée, Paris|2011|2011|2011-03-15 00:00:00|2011-06-26 00:00:00|Livrustkammaren|62757;62756;62755;62754;62753;62752;62751;62750;62749;62748;62747;62746;62745;62744;62743;62742;62741;62740;62758;62759;28247
713|Medeltidsmuseet - basutställning||2009-2014||2009-10-01 00:00:00|2014-09-30 00:00:00|Livrustkammaren|53677;43588;43240;56870
717|Sörmlands museum, Nyköping||2010|2010|||Livrustkammaren|67563;44494;46321
719|Trofast - hov och tass i kunglig tjänst|Livrustkammaren, entresol|2010-2011|2010|2010-03-20 00:00:00|2011-01-30 00:00:00|Livrustkammaren|62052;56640;56641;62081;62051;62083;61057;62082;62050;41653;62084;61058;61056;61055;54641;61054;54642;61053;61059;51875;47854;61052;56225;56224;56223;49411;49410;47721;63937;52471;51874;52185;57668;57627;57626;57353;47722;70218;63938;55094;47856;47846;55101;55100;55099;55098;55097;45497;55095;47853;55093;49452;49451;49448;49449;49450;50485;64095;55096;69238;69431;69384;69432;69349;68623;69350;69344;69241;47857;69239;47858;45486;45485;45504;45503;54643;45505;59503;61051;69240;67918;60072;45560;56071;56070;56069;56068;58026;45565;67919;45563;68173;66921;66447;61977;56257;66441;60074;59504;67920;67835;64094;46605;39685;51256;56164;56236;56237;42763;67836;60071;67834;67833;42765;42764;45567;45562;45561;45564;67837;56560;60073;43366;56567;56566;56565;56564;56563;59502;56561;48127;56559;56558;56557;54649;54648;54647;54646;54645;56562;60063;60070;60069;60068;60067;60066;60065;60064;61251;62780;54644;66419;60162;66183;57322;57321;42617;42610;42653;66368;39976;48205;48198;45970;56409;36794;40763;55277;48185;39975;48186;39977;40117;43007;69819;69818;69941;69817;70367;39643;47619;39574;70401;39329;63127;41887;41922;41921;48197;41919;48204;48497;48496;48495;48594;48423;49435;48188;48187;41920;41989;67725;65753;37572;47443;40146;39529;38554;47445;39321;47444;47620;44323;37821;37820;39582;52847;56785;39688;39322;48246;39489;39556;42943;41895;47440;47439;48249;44426;48247;62171;48245;48244;48243;48242;48241;48240;48239;48248;61127;44523;61135;61134;61133;61132;61131;61130;45470;61128;51854;61126;62205;62204;62203;62202;62234;64379;70366;61129;62341;47427;49144;53170;53169;53158;38667;42827;60923;62342;45639;49218;49217;49215;47920;47921;56168;55897;51855;42826;38738;64378;55595;43795;45535;36692;36691;52992;55597;37735;46804;38703;38676;39877;62517;44419;58204;62173;62172;52991;66054;43237;43236;43234;43233;64364;45746;42799;55596;45745;47426;43807;66061;66063;66055;58276;47807;44034;44040;45747;33881;33986;24475;24472;98195;32576;32578;32584;32587;17434;17860;17684;17685
721|Eagle and Three Crowns||2002|2002|2002-04-08 00:00:00|2002-07-07 00:00:00|Livrustkammaren|59195;36460;52108;59202;59201;59200;59199;59198;42283;59196;36458;59194;59193;59192;59191;59190;59188;59186;48174;59197;38614;39627;39317;42271;44139;52441;55423;46554;39146;49570;36457;67631;49581;44386;45748;62780;59187;69093;41991;42450;62718;62727;62726;42873;52055;59189;62724;62723;62722;62721;62720;62728;62725;62717;62716;62715;62714;62713;62712;62711;62710;50089;47611;62719;45171;42872;49576;43359;62532;67419;52054;39545;62729;45170;54580;54579;62732;62730;67645;62731;64362;62733;62734;62735;62736;62737;62738;67648;68073;28408
725|Ring och Krona|Prins Eugens Waldemarsudde|2010|2010|2010-06-15 00:00:00|2010-10-03 00:00:00|Livrustkammaren|36697;37737;36699;37736;37714;37727;37717;37712;37710
739|Huset som tiden glömde|Hallwylska museet|2010-2011|2010|2010-10-01 00:00:00|2011-02-28 00:00:00|Hallwylska museet|4814;4094;3916;5884;5745;5824;5816;19179;13722;14041;13934;13792;13686;17755;18931
740|Ardmore på Hallwyl - samtida sydafrikansk keramik|Hallwylska museet|2011|2011|2011-04-18 00:00:00|2011-09-04 00:00:00|Hallwylska museet|7387;6671;6936;7820;6476;18555;20606;20772;19789;19790
741|Följa sitt hjärta|Hallwylska museet|2010|2010|2010-03-25 00:00:00|2010-08-29 00:00:00|Hallwylska museet|8704;8739;8185;8008;8010;8011;17192;16482;16701;8724;17223;8009;8073;8314;8139;8194;8189;8195;8374;8484;18885;18887;19341;18967;19315;8207;8172;8175;8287;18919;19213;7426;8358;19125;8136;8746;8648;8686;8654;8718;8710;18106;19014;8074;22;7915;8368;18554;7888;7847;7486;7904;17219;18904;18979;19134;8118;18842;6364;16988;8672;8659;8744;7773;7777;18111;8120;8376
742|Hemma på slottet - hos den första Bernadottefamiljen|Kungl. Husgerådskammaren|2010-2011|2010|2010-12-02 00:00:00|2011-03-06 00:00:00|Allmänt|52950
744|Picturing Parties in the Golden Age||2011-2012|2011|2011-11-11 00:00:00|2012-05-06 00:00:00|Allmänt|14141
746|Skattkammaren på Läckö||2010|2010|2010-05-01 00:00:00|2010-09-30 00:00:00|Allmänt|36483
747|Jean Baptiste Bernadottes landstigning i Helsingborg 20 okt 1810||2010-2011|2010|2010-10-20 00:00:00|2011-05-01 00:00:00|Allmänt|51694;55802;55803
748|Ny basutställning|Medeltidsmuseet|2010-2014|2010-2014|2010-01-01 00:00:00|2014-12-31 00:00:00|Allmänt|43588;53677;43240;56870
749|Overvåget (Övervakad)||2009-2010|2009|2009-10-09 00:00:00|2010-10-24 00:00:00|Allmänt|41475
750|Tennföremål på Strömsholm||2009-2014|2009|2009-05-01 00:00:00|2014-05-31 00:00:00|Allmänt|65378;65379;69461;47209;47210;69443;69447;69452
751|Meeting of Suzerains. (arb.titel: Härskarkonst. Napoleon - Karl Johan - Alexander)|The State Hermitage Museum, S:t Petersburg|2011|2011|2011-03-04 00:00:00|2011-06-05 00:00:00|Allmänt|62132;49186;49187;37030;45756;46037;46038;46132;46133;46134;37052;37053;46868;62136;37044;38409;38418;46171;38420;38421;48765
752|Skattkammaren på Läckö||2011||2011-05-01 00:00:00|2011-10-31 00:00:00|Allmänt|36483
753|L’armure, miroir de l’art maniériste français||2011||2011-03-15 00:00:00|2011-06-25 00:00:00|Allmänt|28247
754|Arcimboldo 1526-1593: Nature and Fantasy|Washington|2010-2011|2010|2010-09-19 00:00:00|2011-05-08 00:00:00|Allmänt|32631;32632
