OmuId|OmuObjId|OmuTypS|OmuBemerkungM|OmuInhalt01M|ObjInventarNrS|ObjAufId|AufAufgabeS
762595|37954|Material|silver|silver|1389|166|Livrustkammaren
762596|37954|Material|Färg: grön, material: ädelsten|ädelsten|1389|166|Livrustkammaren
762597|37954|Material|Färg: grön, brungrön, material: emalj|emalj|1389|166|Livrustkammaren
762598|37954|Material|guld|guld|1389|166|Livrustkammaren
762605|38004|Material|silver|silver|1439|166|Livrustkammaren
762606|38004|Material|guld|guld|1439|166|Livrustkammaren
762607|38004|Material|Färg: svart, vit, röd, material: emalj|emalj|1439|166|Livrustkammaren
762609|38024|Material|guld|guld|1459|166|Livrustkammaren
762610|38024|Material|silver|silver|1459|166|Livrustkammaren
762611|38024|Material|Färg: röd, material: emalj|emalj|1459|166|Livrustkammaren
762614|38044|Material|guld|guld|1479|166|Livrustkammaren
762615|38044|Material|Färg: vit, röd, grön, material: emalj|emalj|1479|166|Livrustkammaren
762616|38054|Material|silver|silver|1489|166|Livrustkammaren
762617|38054|Material|Färg: röd, blå, material: emalj|emalj|1489|166|Livrustkammaren
762618|38064|Material|silver|silver|1499|166|Livrustkammaren
762619|38064|Material|guld|guld|1499|166|Livrustkammaren
762620|38064|Material|Färg: vit, grön, material: emalj|emalj|1499|166|Livrustkammaren
762621|38074|Material|silver|silver|1509|166|Livrustkammaren
762633|38124|Material|O - ORDNAR, material: guld|guld|1559|166|Livrustkammaren
762634|38124|Material|Färg: vit, röd, grön, O - ORDNAR, material: emalj|emalj|1559|166|Livrustkammaren
762659|38384|Material|silver|silver|1819|166|Livrustkammaren
762660|38384|Material|Färg: röd, mörkblå, material: emalj|emalj|1819|166|Livrustkammaren
762665|38424|Material|guld|guld|1859|166|Livrustkammaren
762666|38424|Material|Färg: svart, vit, material: emalj|emalj|1859|166|Livrustkammaren
762681|38534|Material|Färg: svart, material: sidenmoaré|sidenmoaré|1969|166|Livrustkammaren
762682|36604|Material|b6 - blankvapen - kavel och kavelklädsel, material: trä|trä|1973|166|Livrustkammaren
762683|36604|Material|b12 - blankvapen - fäste och klinga, material: stål|stål|1973|166|Livrustkammaren
762684|36604|Material|b6 - blankvapen - kavel och kavelklädsel, material: mässingstråd|mässingstråd|1973|166|Livrustkammaren
762685|36604|Material|Färg: brun, mörk-, b6 - blankvapen - kavel och kavelklädsel, material: läder|läder|1973|166|Livrustkammaren
762686|38594|Material|Färg: gulgrön, grågrön, material: sidenmoaré|sidenmoaré|1984|166|Livrustkammaren
762708|38664|Material|silver|silver|2062|166|Livrustkammaren
762709|38664|Material|Färg: röd, material: emalj|emalj|2062|166|Livrustkammaren
762741|38814|Material|silver|silver|2220|166|Livrustkammaren
762742|38824|Material|silver|silver|2239|166|Livrustkammaren
762743|38824|Material|Färg: ljusblå, material: sidenmoaré|sidenmoaré|2239|166|Livrustkammaren
762744|38824|Material|Färg: vit, material: papper|papper|2239|166|Livrustkammaren
762759|38854|Material|silver|silver|2278|166|Livrustkammaren
762760|38854|Material|Färg: vit, material: skinn|skinn|2278|166|Livrustkammaren
762761|38864|Material|silver|silver|2288|166|Livrustkammaren
762762|38864|Material|Färg: ljusblå, material: sidenmoaré|sidenmoaré|2288|166|Livrustkammaren
762763|38864|Material|Färg: röd, material: silke|silke|2288|166|Livrustkammaren
762764|38864|Material|Färg: vit, material: skinn|skinn|2288|166|Livrustkammaren
762818|39074|Material|stål|stål|2538|166|Livrustkammaren
762819|39074|Material|silver|silver|2538|166|Livrustkammaren
762820|39074|Material|trä|trä|2538|166|Livrustkammaren
762821|39074|Material|horn|horn|2538|166|Livrustkammaren
762857|39254|Material|pärlemor|pärlemor|2736|166|Livrustkammaren
762858|39254|Material|silver|silver|2736|166|Livrustkammaren
762859|39254|Material|guld|guld|2736|166|Livrustkammaren
762860|39254|Material|silver|silver|2736|166|Livrustkammaren
762870|39314|Material|furu|furu|2805|166|Livrustkammaren
762871|39314|Material|duk|duk|2805|166|Livrustkammaren
762891|39484|Material|e3 - eldvapen - stock, material: valnöt|valnöt|2874|166|Livrustkammaren
762892|39484|Material|e1247 - eldvapen - pipa, lås, riktmedel och beslag, material: stål|stål|2874|166|Livrustkammaren
762893|39484|Material|e8 - eldvapen - stockdekor, material: silvertråd|silvertråd|2874|166|Livrustkammaren
762894|39484|Material|e8 - eldvapen - stockdekor, material: silvergalon|silvergalon|2874|166|Livrustkammaren
762895|39484|Material|e47 - eldvapen - riktmedel och stockbeslag, material: silver|silver|2874|166|Livrustkammaren
762896|39484|Material|Färg: röd, e7 - eldvapen - stockbeslag, material: saffian|saffian|2874|166|Livrustkammaren
762897|39484|Material|e5 - eldvapen - pipdekor, material: guld|guld|2874|166|Livrustkammaren
762930|39614|Material|stål|stål|3013|166|Livrustkammaren
762931|39614|Material|e3 - eldvapen - stock, material: valnöt|valnöt|3013|166|Livrustkammaren
762934|39634|Material|e3 - eldvapen - stock, material: valnöt|valnöt|3033|166|Livrustkammaren
762935|39634|Material|e127 - eldvapen - pipa, lås och stockbeslag, material: stål|stål|3033|166|Livrustkammaren
762936|39634|Material|e1247 - eldvapen - pipa, lås, riktmedel och beslag, material: stål|stål|3033|166|Livrustkammaren
762941|39654|Material|e1247 - eldvapen - pipa, lås, riktmedel och beslag, material: stål|stål|3053|166|Livrustkammaren
762942|39654|Material|e3 - eldvapen - stock, material: bok|bok|3053|166|Livrustkammaren
762943|39674|Material|Färg: brun, e3 - eldvapen - stock, material: trä|trä|3073|166|Livrustkammaren
762944|39674|Material|e17 - eldvapen - pipa och stockbeslag, material: stål|stål|3073|166|Livrustkammaren
762945|39714|Material|e1 - eldvapen - pipa, material: ståltråd|ståltråd|3113|166|Livrustkammaren
762946|39714|Material|e27 - eldvapen - lås och stockbeslag, material: stål|stål|3113|166|Livrustkammaren
762947|39714|Material|e3 - eldvapen - stock, material: trä|trä|3113|166|Livrustkammaren
762948|39714|Material|e1 - eldvapen - pipa, material: koppar|koppar|3113|166|Livrustkammaren
762949|38554|Material|e12 - eldvapen - pipa och lås, material: stål|stål|3122|166|Livrustkammaren
762950|38554|Material|e8 - eldvapen - stockdekor, material: mässingstråd|mässingstråd|3122|166|Livrustkammaren
762951|38554|Material|e47 - eldvapen - riktmedel och stockbeslag, material: mässing|mässing|3122|166|Livrustkammaren
762952|38554|Material|e3 - eldvapen - stock, material: björk|björk|3122|166|Livrustkammaren
762953|39724|Material|e3 - eldvapen - stock, material: trä|trä|3130|166|Livrustkammaren
762954|39724|Material|e1247 - eldvapen - pipa, lås, riktmedel och beslag, material: stål|stål|3130|166|Livrustkammaren
762958|39764|Material|e3 - eldvapen - stock, material: trä|trä|3187|166|Livrustkammaren
762959|39764|Material|e1247 - eldvapen - pipa, lås, riktmedel och beslag, material: stål|stål|3187|166|Livrustkammaren
762960|39764|Material|e4 - eldvapen - riktmedel, material: mässing|mässing|3187|166|Livrustkammaren
762961|39764|Material|e78 - eldvapen - stockbeslag och stockdekor, material: ben|ben|3187|166|Livrustkammaren
762973|39834|Material|e1247 - eldvapen - pipa, lås, riktmedel och beslag, material: stål|stål|3257|166|Livrustkammaren
762974|39834|Material|e4 - eldvapen - riktmedel, material: mässing|mässing|3257|166|Livrustkammaren
762975|39834|Material|e3 - eldvapen - stock, material: trä|trä|3257|166|Livrustkammaren
762976|39834|Material|e78 - eldvapen - stockbeslag och stockdekor, material: horn|horn|3257|166|Livrustkammaren
762985|39874|Material|e12 - eldvapen - pipa och lås, material: stål|stål|3297|166|Livrustkammaren
762986|39874|Material|e5678 - eldvapen - pipdekor, låsdekor, stockbeslag och stockdekor, material: silver|silver|3297|166|Livrustkammaren
762987|39874|Material|e7 - eldvapen - stockbeslag, material: koppar|koppar|3297|166|Livrustkammaren
762988|39874|Material|e3 - eldvapen - stock, material: valnöt|valnöt|3297|166|Livrustkammaren
762989|39874|Material|e8 - eldvapen - stockdekor, material: korall|korall|3297|166|Livrustkammaren
763009|40054|Material|e7 - eldvapen - stockbeslag, material: stål|stål|3494|166|Livrustkammaren
763010|40054|Material|e3 - eldvapen - stock, material: valnöt|valnöt|3494|166|Livrustkammaren
763017|40094|Material|b12 - blankvapen - fäste och klinga, material: stål|stål|3541|166|Livrustkammaren
763018|40094|Material|b4 - blankvapen - fästdekor, material: silver|silver|3541|166|Livrustkammaren
763019|40094|Material|b6 - blankvapen - kavel och kavelklädsel, material: koppartråd|koppartråd|3541|166|Livrustkammaren
763022|40114|Material|e3 - eldvapen - stock, material: trä|trä|3561|166|Livrustkammaren
763023|40114|Material|e27 - eldvapen - lås och stockbeslag, material: stål|stål|3561|166|Livrustkammaren
763024|40114|Material|e17 - eldvapen - pipa och stockbeslag, material: mässing|mässing|3561|166|Livrustkammaren
763035|39384|Material|b12 - blankvapen - fäste och klinga, material: stål|stål|3601|166|Livrustkammaren
763036|39384|Material|b6 - blankvapen - kavel och kavelklädsel, material: trä|trä|3601|166|Livrustkammaren
763037|39384|Material|b6 - blankvapen - kavel och kavelklädsel, material: läder|läder|3601|166|Livrustkammaren
763038|40154|Material|e3 - eldvapen - stock, material: trä|trä|3608|166|Livrustkammaren
763039|40154|Material|e1247 - eldvapen - pipa, lås, riktmedel och beslag, material: stål|stål|3608|166|Livrustkammaren
763040|40154|Material|e47 - eldvapen - riktmedel och stockbeslag, material: mässing|mässing|3608|166|Livrustkammaren
763044|40174|Material|e3 - eldvapen - stock, material: valnöt|valnöt|3628|166|Livrustkammaren
763045|40174|Material|e127 - eldvapen - pipa, lås och stockbeslag, material: stål|stål|3628|166|Livrustkammaren
763046|40174|Material|e8 - eldvapen - stockdekor, material: silver|silver|3628|166|Livrustkammaren
763047|40174|Material|e5 - eldvapen - pipdekor, material: guld|guld|3628|166|Livrustkammaren
763068|40224|Material|e3 - eldvapen - stock, material: valnöt|valnöt|3692|166|Livrustkammaren
763069|40224|Material|e12 - eldvapen - pipa och lås, material: stål|stål|3692|166|Livrustkammaren
763070|40224|Material|e147 - eldvapen - pipa, riktmedel och stockbeslag, material: mässing|mässing|3692|166|Livrustkammaren
763071|40224|Material|e3 - eldvapen - stock, material: emalj|emalj|3692|166|Livrustkammaren
763072|40234|Material|e3 - eldvapen - stock, material: trä|trä|3709|166|Livrustkammaren
763073|40234|Material|e27 - eldvapen - lås och stockbeslag, material: stål|stål|3709|166|Livrustkammaren
763074|40234|Material|e147 - eldvapen - pipa, riktmedel och stockbeslag, material: mässing|mässing|3709|166|Livrustkammaren
763075|40234|Material|E - ELDVAPEN, material: läder|läder|3709|166|Livrustkammaren
763098|39324|Material|e3 - eldvapen - stock, material: valnöt|valnöt|3847|166|Livrustkammaren
763099|39324|Material|e1247 - eldvapen - pipa, lås, riktmedel och beslag, material: stål|stål|3847|166|Livrustkammaren
763137|40584|Material|kläde|kläde|4034|166|Livrustkammaren
763138|40584|Material|silke|silke|4034|166|Livrustkammaren
763139|40584|Material|guldtråd|guldtråd|4034|166|Livrustkammaren
763140|40584|Material|silvertråd|silvertråd|4034|166|Livrustkammaren
763141|40644|Material|Färg: mörkblå, material: sammet|sammet|4039|166|Livrustkammaren
763142|40644|Material|guldtråd|guldtråd|4039|166|Livrustkammaren
763143|40644|Material|silvertråd|silvertråd|4039|166|Livrustkammaren
763144|40654|Material|Färg: blå, d1 - dräkt - yttermaterial, material: kläde|kläde|4049|166|Livrustkammaren
763145|40654|Material|Färg: svart, grå, material: ullgarn|ullgarn|4049|166|Livrustkammaren
763146|40654|Material|d2 - dräkt - foder, material: linnelärft|linnelärft|4049|166|Livrustkammaren
763147|40654|Material|läder|läder|4049|166|Livrustkammaren
763148|40654|Material|gulmetall|gulmetall|4049|166|Livrustkammaren
763152|40674|Material|Färg: blå, gul, vit, material: kläde|kläde|4069|166|Livrustkammaren
763153|40674|Material|ullgarn|ullgarn|4069|166|Livrustkammaren
763154|40394|Material|Färg: blå, gul, vit, material: kläde|kläde|4071|166|Livrustkammaren
763155|40394|Material|ullgarn|ullgarn|4071|166|Livrustkammaren
763156|40684|Material|Färg: blå, gul, vit, material: kläde|kläde|4089|166|Livrustkammaren
763157|40684|Material|ullgarn|ullgarn|4089|166|Livrustkammaren
763158|40694|Material|R - RUSTNINGAR, material: stål|stål|4099|166|Livrustkammaren
763159|40694|Material|R - RUSTNINGAR, material: läder|läder|4099|166|Livrustkammaren
763171|39404|Material|e3 - eldvapen - stock, material: trä|trä|4208|166|Livrustkammaren
763172|39404|Material|e127 - eldvapen - pipa, lås och stockbeslag, material: stål|stål|4208|166|Livrustkammaren
763181|40814|Material|e17 - eldvapen - pipa och stockbeslag, material: stål|stål|4234|166|Livrustkammaren
763182|40814|Material|e7 - eldvapen - stockbeslag, material: silver|silver|4234|166|Livrustkammaren
763183|40814|Material|Färg: rödbrun, e3 - eldvapen - stock, material: korallträ|korallträ|4234|166|Livrustkammaren
763184|40814|Material|e9 - eldvapen - laddstock, material: ebenholts|ebenholts|4234|166|Livrustkammaren
763185|40824|Material|e3 - eldvapen - stock, material: valnöt|valnöt|4244|166|Livrustkammaren
763186|40824|Material|e127 - eldvapen - pipa, lås och stockbeslag, material: stål|stål|4244|166|Livrustkammaren
763187|40834|Material|e3 - eldvapen - stock, material: valnöt|valnöt|4263|166|Livrustkammaren
763188|40834|Material|e127 - eldvapen - pipa, lås och stockbeslag, material: stål|stål|4263|166|Livrustkammaren
763191|40844|Material|e3 - eldvapen - stock, material: valnöt|valnöt|4281|166|Livrustkammaren
763192|40844|Material|e2 - eldvapen - lås, material: stål|stål|4281|166|Livrustkammaren
763193|40844|Material|e1278 - eldvapen - pipa, lås, stockbeslag och stockdekor, material: silver|silver|4281|166|Livrustkammaren
763194|40844|Material|e7 - eldvapen - stockbeslag, material: horn|horn|4281|166|Livrustkammaren
763195|40844|Material|e4 - eldvapen - riktmedel, material: diamant|diamant|4281|166|Livrustkammaren
763205|40954|Material|e12 - eldvapen - pipa och lås, material: stål|stål|4370|166|Livrustkammaren
763206|40954|Material|e3 - eldvapen - stock, material: mässing|mässing|4370|166|Livrustkammaren
763207|40954|Material|e58 - eldvapen - pip- och stockdekor, material: silver|silver|4370|166|Livrustkammaren
763209|40614|Material|e0, material: stål|stål|4424|166|Livrustkammaren
763210|39344|Material|e0, material: stål|stål|4428|166|Livrustkammaren
763211|39344|Material|e0, material: ebenholts|ebenholts|4428|166|Livrustkammaren
763213|41034|Material|Färg: gul, material: trä|trä|4493|166|Livrustkammaren
763214|41034|Material|Färg: röd, material: stål|stål|4493|166|Livrustkammaren
763215|41034|Material|läder|läder|4493|166|Livrustkammaren
763216|41034|Material|Färg: röd, material: sammet|sammet|4493|166|Livrustkammaren
763217|41044|Material|stål|stål|4503|166|Livrustkammaren
763218|41044|Material|Färg: brun, material: trä|trä|4503|166|Livrustkammaren
763219|41044|Material|Färg: röd, material: sammet|sammet|4503|166|Livrustkammaren
763220|41094|Material|e127 - eldvapen - pipa, lås och stockbeslag, material: stål|stål|4553|166|Livrustkammaren
763221|41094|Material|e3 - eldvapen - stock, material: trä|trä|4553|166|Livrustkammaren
763222|41094|Material|e78 - eldvapen - stockbeslag och stockdekor, material: ben|ben|4553|166|Livrustkammaren
763223|41104|Material|e3 - eldvapen - stock, material: trä|trä|4563|166|Livrustkammaren
763224|41104|Material|e127 - eldvapen - pipa, lås och stockbeslag, material: stål|stål|4563|166|Livrustkammaren
763225|41104|Material|e56 - eldvapen - pip- och låsdekor, material: silver|silver|4563|166|Livrustkammaren
763226|41104|Material|e56 - eldvapen - pip- och låsdekor, material: guld|guld|4563|166|Livrustkammaren
763227|41104|Material|e78 - eldvapen - stockbeslag och stockdekor, material: ben|ben|4563|166|Livrustkammaren
763230|41124|Material|Färg: svart, e3 - eldvapen - stock, material: al|al|4583|166|Livrustkammaren
763231|41124|Material|e12 - eldvapen - pipa och lås, material: stål|stål|4583|166|Livrustkammaren
763232|41124|Material|e47 - eldvapen - riktmedel och stockbeslag, material: mässing|mässing|4583|166|Livrustkammaren
763237|41134|Material|e3 - eldvapen - stock, material: björk|björk|4601|166|Livrustkammaren
763238|41134|Material|e1247 - eldvapen - pipa, lås, riktmedel och beslag, material: stål|stål|4601|166|Livrustkammaren
763239|41134|Material|e7 - eldvapen - stockbeslag, material: horn|horn|4601|166|Livrustkammaren
763253|41184|Material|e127 - eldvapen - pipa, lås och stockbeslag, material: stål|stål|4651|166|Livrustkammaren
763254|41184|Material|e4 - eldvapen - riktmedel, material: silver|silver|4651|166|Livrustkammaren
763255|41184|Material|e3 - eldvapen - stock, material: valnötsrot|valnötsrot|4651|166|Livrustkammaren
763259|41204|Material|e12 - eldvapen - pipa och lås, material: stål|stål|4671|166|Livrustkammaren
763260|41204|Material|e3 - eldvapen - stock, material: trä|trä|4671|166|Livrustkammaren
763261|41204|Material|e7 - eldvapen - stockbeslag, material: mässing|mässing|4671|166|Livrustkammaren
763269|41224|Material|e3 - eldvapen - stock, material: valnöt|valnöt|4709|166|Livrustkammaren
763270|41224|Material|e127 - eldvapen - pipa, lås och stockbeslag, material: stål|stål|4709|166|Livrustkammaren
763271|41224|Material|e47 - eldvapen - riktmedel och stockbeslag, material: silver|silver|4709|166|Livrustkammaren
763272|41224|Material|e7 - eldvapen - stockbeslag, material: horn|horn|4709|166|Livrustkammaren
763273|41234|Material|e127 - eldvapen - pipa, lås och stockbeslag, material: stål|stål|4719|166|Livrustkammaren
763274|41234|Material|e3 - eldvapen - stock, material: valnöt|valnöt|4719|166|Livrustkammaren
763287|41294|Material|e123 - eldvapen - pipa, lås och stock, material: stål|stål|4779|166|Livrustkammaren
763288|41294|Material|e3 - eldvapen - stock, material: valnöt|valnöt|4779|166|Livrustkammaren
763289|41294|Material|e7 - eldvapen - stockbeslag, material: silver|silver|4779|166|Livrustkammaren
763300|41384|Material|e1247 - eldvapen - pipa, lås, riktmedel och beslag, material: stål|stål|4886|166|Livrustkammaren
763301|41384|Material|e5 - eldvapen - pipdekor, material: guld|guld|4886|166|Livrustkammaren
763302|41384|Material|e4 - eldvapen - riktmedel, material: silver|silver|4886|166|Livrustkammaren
763303|41384|Material|e3 - eldvapen - stock, material: valnöt|valnöt|4886|166|Livrustkammaren
763304|41384|Material|e7 - eldvapen - stockbeslag, material: horn|horn|4886|166|Livrustkammaren
763320|41504|Material|b12 - blankvapen - fäste och klinga, material: mässing|mässing|4945|166|Livrustkammaren
763330|41544|Material|e7 - eldvapen - stockbeslag, material: horn|horn|4985|166|Livrustkammaren
763331|41544|Material|e12 - eldvapen - pipa och lås, material: stål|stål|4985|166|Livrustkammaren
763332|41544|Material|e3 - eldvapen - stock, material: valnöt|valnöt|4985|166|Livrustkammaren
763333|41544|Material|e7 - eldvapen - stockbeslag, material: mässing|mässing|4985|166|Livrustkammaren
763334|41554|Material|b2 - blankvapen - klinga, material: stål|stål|4995|166|Livrustkammaren
763335|41554|Material|b1 - blankvapen - fäste, material: elfenben|elfenben|4995|166|Livrustkammaren
763336|41554|Material|b1 - blankvapen - fäste, material: silver|silver|4995|166|Livrustkammaren
763348|41674|Material|Färg: svart, material: stål|stål|5059|166|Livrustkammaren
763349|41744|Material|trä|trä|5070|166|Livrustkammaren
763350|41744|Material|stål|stål|5070|166|Livrustkammaren
763356|41774|Material|b12 - blankvapen - fäste och klinga, material: stål|stål|5108|166|Livrustkammaren
763373|41934|Material|b1 - Blankvapen - fäste, material: mässing|mässing|5277|166|Livrustkammaren
763374|41934|Material|b6 - blankvapen - kavel och kavelklädsel, material: mässingstråd|mässingstråd|5277|166|Livrustkammaren
763375|41934|Material|b6 - blankvapen - kavel och kavelklädsel, material: koppartråd|koppartråd|5277|166|Livrustkammaren
763376|41934|Material|b2 - Blankvapen - klinga, material: stål|stål|5277|166|Livrustkammaren
763377|41974|Material|b2 - Blankvapen - klinga, material: stål|stål|5317|166|Livrustkammaren
763378|41974|Material|b1 - Blankvapen - fäste, material: mässing|mässing|5317|166|Livrustkammaren
763387|40634|Material|b7 - blankvapen - baljstomme och baljklädsel, material: stål|stål|5391|166|Livrustkammaren
763388|40634|Material|b8 - blankvapen - baljbeslag, material: mässing|mässing|5391|166|Livrustkammaren
763389|42094|Material|b1 - Blankvapen - fäste, material: horn|horn|5446|166|Livrustkammaren
763390|42094|Material|b1 - Blankvapen - fäste, material: mässing|mässing|5446|166|Livrustkammaren
763391|42094|Material|b2 - Blankvapen - klinga, material: stål|stål|5446|166|Livrustkammaren
763404|42184|Material|b12 - blankvapen - fäste och klinga, material: stål|stål|5560|166|Livrustkammaren
763405|42184|Material|b6 - blankvapen - kavel och kavelklädsel, material: ebenholts|ebenholts|5560|166|Livrustkammaren
763406|42194|Material|b2 - blankvapen - klinga, material: stål|stål|5570|166|Livrustkammaren
763407|42194|Material|b1 - blankvapen - fäste, material: mässing|mässing|5570|166|Livrustkammaren
763408|42194|Material|b5 - blankvapen - klingdekor, material: mässing|mässing|5570|166|Livrustkammaren
763409|42194|Material|b6 - blankvapen - kavel och kavelklädsel, material: koppartråd|koppartråd|5570|166|Livrustkammaren
763416|41694|Material|b2 - blankvapen - klinga, material: stål|stål|5649|166|Livrustkammaren
763417|41694|Material|b1 - blankvapen - fäste, material: mässing|mässing|5649|166|Livrustkammaren
763418|41694|Material|b6 - blankvapen - kavel och kavelklädsel, material: elfenben|elfenben|5649|166|Livrustkammaren
763419|41604|Material|b2 - blankvapen - klinga, material: stål|stål|5659|166|Livrustkammaren
763420|41604|Material|b1 - blankvapen - fäste, material: silver|silver|5659|166|Livrustkammaren
763423|42364|Material|b2 - blankvapen - klinga, material: stål|stål|5756|166|Livrustkammaren
763424|42364|Material|b5 - blankvapen - klingdekor, material: guld|guld|5756|166|Livrustkammaren
763425|42364|Material|b1 - blankvapen - fäste, material: elfenben|elfenben|5756|166|Livrustkammaren
763426|42364|Material|b1 - blankvapen - fäste, material: silver|silver|5756|166|Livrustkammaren
763433|42534|Material|b2 - blankvapen - klinga, material: stål|stål|5965|166|Livrustkammaren
763434|42534|Material|b3 - stångvapen - skaft, material: mässing|mässing|5965|166|Livrustkammaren
763435|42534|Material|b3 - stångvapen - skaft, material: ask|ask|5965|166|Livrustkammaren
763436|42594|Material|Färg: svart, material: sammet|sammet|6055|166|Livrustkammaren
763437|42604|Material|skinn|skinn|6065|166|Livrustkammaren
763438|42624|Material|Färg: röd, material: sammet|sammet|6085|166|Livrustkammaren
763439|42624|Material|Färg: blå, beige, material: gyllenduk|gyllenduk|6085|166|Livrustkammaren
763440|42624|Material|guldtråd|guldtråd|6085|166|Livrustkammaren
763441|42624|Material|silvertråd|silvertråd|6085|166|Livrustkammaren
763442|42624|Material|Färg: blågrön, brun, material: silke|silke|6085|166|Livrustkammaren
763443|42624|Material|hampväv|hampväv|6085|166|Livrustkammaren
763444|42624|Material|läder|läder|6085|166|Livrustkammaren
763445|42624|Material|Färg: röd, material: ylle|ylle|6085|166|Livrustkammaren
763450|42734|Material|sammet|sammet|6195|166|Livrustkammaren
763456|42914|Material|e3 - eldvapen - stock, material: valnöt|valnöt|6386|166|Livrustkammaren
763457|42914|Material|e127 - eldvapen - pipa, lås och stockbeslag, material: stål|stål|6386|166|Livrustkammaren
763458|42914|Material|e4 - eldvapen - riktmedel, material: silver|silver|6386|166|Livrustkammaren
763459|42914|Material|e8 - eldvapen - stockdekor, material: ben|ben|6386|166|Livrustkammaren
763460|42944|Material|e3 - eldvapen - stock, material: valnöt|valnöt|6434|166|Livrustkammaren
763461|42944|Material|e12 - eldvapen - pipa och lås, material: stål|stål|6434|166|Livrustkammaren
763462|42944|Material|e478 - eldvapen - riktmedel, stockbeslag och stockdekor, material: silver|silver|6434|166|Livrustkammaren
763463|42944|Material|e7 - eldvapen - stockbeslag, material: horn|horn|6434|166|Livrustkammaren
763464|42944|Material|e56 - eldvapen - pip- och låsdekor, material: guld|guld|6434|166|Livrustkammaren
763472|42984|Material|b12 - blankvapen - fäste och klinga, material: stål|stål|6474|166|Livrustkammaren
763473|42984|Material|b6 - blankvapen - kavel och kavelklädsel, material: ståltråd|ståltråd|6474|166|Livrustkammaren
763479|43114|Material|stål|stål|6604|166|Livrustkammaren
763495|43304|Material|stål|stål|6724|166|Livrustkammaren
763550|43574|Material|b12 - blankvapen - fäste och klinga, material: stål|stål|6941|166|Livrustkammaren
763551|43574|Material|b6 - blankvapen - kavel och kavelklädsel, material: trä|trä|6941|166|Livrustkammaren
763552|43574|Material|Färg: guld, b6 - blankvapen - kavel och kavelklädsel, material: sammet|sammet|6941|166|Livrustkammaren
763553|43574|Material|b6 - blankvapen - kavel och kavelklädsel, material: läder|läder|6941|166|Livrustkammaren
763554|43584|Material|stål|stål|6951|166|Livrustkammaren
763555|43584|Material|plåt|plåt|6951|166|Livrustkammaren
763556|43584|Material|valnöt|valnöt|6951|166|Livrustkammaren
763557|43584|Material|ben|ben|6951|166|Livrustkammaren
763558|43584|Material|pärlemor|pärlemor|6951|166|Livrustkammaren
763559|43584|Material|Färg: blå, material: silke|silke|6951|166|Livrustkammaren
763573|43644|Material|stål|stål|7020|166|Livrustkammaren
763574|43644|Material|Färg: brun, material: läder|läder|7020|166|Livrustkammaren
763575|43644|Material|bomull|bomull|7020|166|Livrustkammaren
763576|43644|Material|mässing|mässing|7020|166|Livrustkammaren
763601|43724|Material|koppar|koppar|7118|166|Livrustkammaren
763602|43724|Material|silver|silver|7118|166|Livrustkammaren
763603|43724|Material|Färg: röd, material: sammet|sammet|7118|166|Livrustkammaren
763604|43724|Material|Färg: ljusblå, material: silke|silke|7118|166|Livrustkammaren
763616|43764|Material|ben|ben|7167|166|Livrustkammaren
763617|43764|Material|silver|silver|7167|166|Livrustkammaren
763618|43764|Material|stål|stål|7167|166|Livrustkammaren
763619|43774|Material|b1 - blankvapen - fäste, material: silverplåt|silverplåt|7177|166|Livrustkammaren
763620|43774|Material|b5 - blankvapen - klingdekor, material: guld|guld|7177|166|Livrustkammaren
763630|43794|Material|Färg: blå, material: silkesammet|silkesammet|7197|166|Livrustkammaren
763631|43794|Material|Färg: gul, material: silke|silke|7197|166|Livrustkammaren
763632|43794|Material|Färg: brun, material: läder|läder|7197|166|Livrustkammaren
763633|43794|Material|silvergalon|silvergalon|7197|166|Livrustkammaren
763634|43794|Material|Färg: blå, material: linne|linne|7197|166|Livrustkammaren
763635|43794|Material|skinn|skinn|7197|166|Livrustkammaren
763642|43824|Material|b12 - blankvapen - fäste och klinga, material: stål|stål|7236|166|Livrustkammaren
763643|43824|Material|b6 - blankvapen - kavel och kavelklädsel, material: horn|horn|7236|166|Livrustkammaren
763644|43824|Material|b1 - blankvapen - fäste, material: silver|silver|7236|166|Livrustkammaren
763649|43854|Material|b6 - blankvapen - kavel och kavelklädsel, material: trä|trä|7266|166|Livrustkammaren
763650|43854|Material|Färg: röd, b1 - blankvapen - fäste, material: sammet|sammet|7266|166|Livrustkammaren
763651|43854|Material|b1 - blankvapen - fäste, material: silver|silver|7266|166|Livrustkammaren
763652|43854|Material|Färg: röd, grön, b4 - blankvapen - fästdekor, material: ädelsten|ädelsten|7266|166|Livrustkammaren
763653|43854|Material|b2 - blankvapen - klinga, material: stål|stål|7266|166|Livrustkammaren
763654|43854|Material|b5 - blankvapen - klingdekor, material: guld|guld|7266|166|Livrustkammaren
763661|43884|Material|sköldpadd|sköldpadd|7296|166|Livrustkammaren
763662|43884|Material|silver|silver|7296|166|Livrustkammaren
763663|43884|Material|guld|guld|7296|166|Livrustkammaren
763664|43884|Material|mässing|mässing|7296|166|Livrustkammaren
763665|43884|Material|stål|stål|7296|166|Livrustkammaren
763701|44084|Material|b2 - blankvapen - klinga, material: stål|stål|7433|166|Livrustkammaren
763702|44084|Material|b1 - blankvapen - fäste, material: stål|stål|7433|166|Livrustkammaren
763721|44154|Material|elfenben|elfenben|7520|166|Livrustkammaren
