OmuId|OmuObjId|OmuTypS|OmuBemerkungM|OmuInhalt01M|ObjInventarNrS|ObjAufId|AufAufgabeS
343956|53360|Kortbeskrivning||kompanistandar Västgöta kav.|16794|166|Livrustkammaren
343958|53362|Kortbeskrivning||standar Smålands vapen|16796|166|Livrustkammaren
343959|53363|Kortbeskrivning||kompanistandar Västgöta tre- och femmänningsregemente|16797|166|Livrustkammaren
343962|53366|Kortbeskrivning||standar Dalarnas o Faluns vapen|16800|166|Livrustkammaren
343963|53367|Kortbeskrivning||kompanifana Skaraborgs reg.|16801|166|Livrustkammaren
343964|53368|Kortbeskrivning||unionsgös S:t Barthelemy|16802|166|Livrustkammaren
343965|53369|Kortbeskrivning||uppbådsfana Vassända sn Väne|16803|166|Livrustkammaren
343968|53372|Kortbeskrivning||kompanifana Dalregementets tremänningar|16806|166|Livrustkammaren
343969|53373|Kortbeskrivning||kompanifana Åbo läns reg.|16807|166|Livrustkammaren
343970|53374|Kortbeskrivning||fana namnchiffer CXII|16808|166|Livrustkammaren
343971|53375|Kortbeskrivning||kompanistandar Västgöta kav.|16809|166|Livrustkammaren
343973|53377|Kortbeskrivning||livfana liv-o hustrupper|16811|166|Livrustkammaren
343975|53379|Kortbeskrivning||kompanifana liv-o hustrupper GA|16813|166|Livrustkammaren
343976|53380|Kortbeskrivning||kompanifana liv-o hustrupper|16814|166|Livrustkammaren
343977|53381|Kortbeskrivning||kompanifana liv-o hustrupper|16815|166|Livrustkammaren
343978|53382|Kortbeskrivning||kompanifana liv-o hustrupper|16816|166|Livrustkammaren
343980|53384|Kortbeskrivning||livfana|16818|166|Livrustkammaren
343986|53390|Kortbeskrivning||dragonfana Upplands ståndsdragoner|16824|166|Livrustkammaren
343987|53391|Kortbeskrivning||kompanistandar Västgöta kavalleri|16825|166|Livrustkammaren
343988|53392|Kortbeskrivning||standar m Karl XII:s namnchiffer|16826|166|Livrustkammaren
343989|53393|Kortbeskrivning||kompanifana Uppl.ståndsdrag.|16827|166|Livrustkammaren
343990|53394|Kortbeskrivning||dragonfana m fyrkulor|16828|166|Livrustkammaren
343991|53395|Kortbeskrivning||skvadronstandar Västgöta kav|16829|166|Livrustkammaren
343992|53396|Kortbeskrivning||dragonfana GUD MED OS|16830|166|Livrustkammaren
343995|53399|Kortbeskrivning||kompanifana Uppl.ståndsdrag.|16833|166|Livrustkammaren
343999|53403|Kortbeskrivning||livfana|16837|166|Livrustkammaren
344000|53404|Kortbeskrivning||kompanistandar Upplands vapen|16838|166|Livrustkammaren
344001|53405|Kortbeskrivning||livfana|16839|166|Livrustkammaren
344002|53406|Kortbeskrivning||kompanifana liv-o hustrupper|16840|166|Livrustkammaren
344005|53409|Kortbeskrivning||livstandar Livregementet|16843|166|Livrustkammaren
344008|53412|Kortbeskrivning||kompanistandar fördubblingsregemente - Östergötlands vapen|16846|166|Livrustkammaren
344009|53413|Kortbeskrivning||livfana|16847|166|Livrustkammaren
344012|53416|Kortbeskrivning||kompanifana Hessensteins reg|16850|166|Livrustkammaren
344013|53417|Kortbeskrivning||dragonfana Skånes vapen|16851|166|Livrustkammaren
344014|53418|Kortbeskrivning||dragonfana Skånes vapen|16852|166|Livrustkammaren
344015|53419|Kortbeskrivning||dragonfana Ingermanlands dragoner|16853|166|Livrustkammaren
344016|53420|Kortbeskrivning||livfana Upplands ståndsdragoner|16854|166|Livrustkammaren
344017|53421|Kortbeskrivning||standar Östgöta förd.kav.|16855|166|Livrustkammaren
344018|53422|Kortbeskrivning||livstandar Västgöta kav.|16856|166|Livrustkammaren
344019|53423|Kortbeskrivning||kompanifana Skaraborgs reg.|16857|166|Livrustkammaren
344020|53424|Kortbeskrivning||fana CRS krönt|16858|166|Livrustkammaren
344021|53425|Kortbeskrivning||vaktfana Livgardet|16859|166|Livrustkammaren
344022|53426|Kortbeskrivning||kompanifana Södermanl.reg.|16860|166|Livrustkammaren
344023|53427|Kortbeskrivning||kompanifana Älfsborgsreg.|16861|166|Livrustkammaren
344024|53428|Kortbeskrivning||kompanifana C G R S|16862|166|Livrustkammaren
344025|53429|Kortbeskrivning||kompanifana Hamiltons reg.|16863|166|Livrustkammaren
344026|53430|Kortbeskrivning||garnisonsfana S:t Barthelemy|16864|166|Livrustkammaren
344027|53431|Kortbeskrivning||kompanifana Västmanlands tremänningsregemente|16865|166|Livrustkammaren
344028|53432|Kortbeskrivning||kompanifana Södermanlands r.|16866|166|Livrustkammaren
344029|53433|Kortbeskrivning||kompanifana Västmanlands reg|16867|166|Livrustkammaren
344030|53434|Kortbeskrivning||kompanifana Dalregementet|16868|166|Livrustkammaren
344031|53435|Kortbeskrivning||livfana Hälsinge regemente|16869|166|Livrustkammaren
344032|53436|Kortbeskrivning||kompanifana Jämtlands reg.|16870|166|Livrustkammaren
344033|53437|Kortbeskrivning||kompanifana Hälsinge regem.|16871|166|Livrustkammaren
344034|53438|Kortbeskrivning||kompanifana Dalregementet|16872|166|Livrustkammaren
344036|53440|Kortbeskrivning||livfana Hälsinge regemente|16874|166|Livrustkammaren
344037|53441|Kortbeskrivning||kompanifana Västmanlands reg|16875|166|Livrustkammaren
344038|53442|Kortbeskrivning||kompanifana Östgöta trem.reg|16876|166|Livrustkammaren
344039|53443|Kortbeskrivning||kompanifana Kronobergs reg.|16877|166|Livrustkammaren
344040|53444|Kortbeskrivning||livfana Östgöta tremänningsr|16878|166|Livrustkammaren
344041|53445|Kortbeskrivning||livfana Hallands tremänningsregemente ?|16879|166|Livrustkammaren
344042|53446|Kortbeskrivning||kompanifana Södermanlands r.|16880|166|Livrustkammaren
344043|53447|Kortbeskrivning||kompanifana Närke-Värmlands regemente|16881|166|Livrustkammaren
344045|53449|Kortbeskrivning||kompanifana Södermanlands r.|16883|166|Livrustkammaren
344047|53451|Kortbeskrivning||kompanifana Livgardet|16885|166|Livrustkammaren
344048|53452|Kortbeskrivning||kompanifana liv-o hustrupper|16886|166|Livrustkammaren
344049|53453|Kortbeskrivning||kompanifana Livgardet|16887|166|Livrustkammaren
344050|53454|Kortbeskrivning||kompanifana liv-o hustrupper|16888|166|Livrustkammaren
344052|53456|Kortbeskrivning||kompanifana liv-o hustrupper|16890|166|Livrustkammaren
344054|53458|Kortbeskrivning||dragonfana|16892|166|Livrustkammaren
344055|53459|Kortbeskrivning||kompanifana liv-o hustrupper|16893|166|Livrustkammaren
344056|53460|Kortbeskrivning||dragonfana CXII|16894|166|Livrustkammaren
344057|53461|Kortbeskrivning||fana blågul m speglmonogr.G|16895|166|Livrustkammaren
344058|53462|Kortbeskrivning||livfana Upplands regemente|16896|166|Livrustkammaren
344059|53463|Kortbeskrivning||dragonkompanifana|16897|166|Livrustkammaren
344060|53464|Kortbeskrivning||kompanifana Västgöta-Dals r.|16898|166|Livrustkammaren
344061|53465|Kortbeskrivning||kompanifana liv-o hustrupper|16899|166|Livrustkammaren
344062|53466|Kortbeskrivning||kompanifana Skånska dragonr.|16900|166|Livrustkammaren
344063|53467|Kortbeskrivning||fana Ingermanlands dragonkompani|16901|166|Livrustkammaren
344064|53468|Kortbeskrivning||dragonfana Skåne|16902|166|Livrustkammaren
344066|53470|Kortbeskrivning||standar speglemonogram C krönt|16904|166|Livrustkammaren
344067|53471|Kortbeskrivning||standar Jönköpings vapen|16905|166|Livrustkammaren
344070|53474|Kortbeskrivning||kompanistandar S.Skånska k.r|16908|166|Livrustkammaren
344072|53476|Kortbeskrivning||livstandar Karl XI:s namnchiffer|16910|166|Livrustkammaren
344073|53477|Kortbeskrivning||porträtt Torsten Lenk - Fredrik Lindström|16911|166|Livrustkammaren
344074|53478|Kortbeskrivning||porträtt Otto von Sack|16912|166|Livrustkammaren
344078|53482|Kortbeskrivning||kvarterfana? O W O|16916|166|Livrustkammaren
344088|53492|Kortbeskrivning||fana Stockh.komp.Uppl.trem.r|16926|166|Livrustkammaren
344090|53494|Kortbeskrivning||kompanistandar Upplands tremänningskavalleri - Västmanlands kompani|16928|166|Livrustkammaren
344091|53495|Kortbeskrivning||kompanistandar Upplands tremänningskavalleri - Överstelöjtnantens kompani|16929|166|Livrustkammaren
344094|53498|Kortbeskrivning||kvarterfana O W O|16932|166|Livrustkammaren
344098|53502|Kortbeskrivning||fana Bohusläns gröna dragonr|16936|166|Livrustkammaren
344099|53503|Kortbeskrivning||standar NEC INGNIS NEC FERR.|16937|166|Livrustkammaren
344100|53504|Kortbeskrivning||kompanifana C G R S|16938|166|Livrustkammaren
344104|53508|Kortbeskrivning||kompanifana Garnisonsreg.Gtb|16942|166|Livrustkammaren
344106|53510|Kortbeskrivning||fandel häradsfana Skåne|16944|166|Livrustkammaren
344114|53518|Kortbeskrivning||dragonfana sv.riksvapen|16952|166|Livrustkammaren
344115|53519|Kortbeskrivning||fana Knorrings-Löcherns? dr.|16953|166|Livrustkammaren
344116|53520|Kortbeskrivning||kompanifana Hälsinge reg.|16954|166|Livrustkammaren
344118|53522|Kortbeskrivning||fana Knorring-Löchern?drag.r|16956|166|Livrustkammaren
344119|53523|Kortbeskrivning||livfana|16969|166|Livrustkammaren
344120|53524|Kortbeskrivning||vaktfana Livgardet|16970|166|Livrustkammaren
344121|53525|Kortbeskrivning||kompanifana Västmanlands reg|16971|166|Livrustkammaren
344122|53526|Kortbeskrivning||kompanifana Västerbottens regemente?|16972|166|Livrustkammaren
344123|53527|Kortbeskrivning||livfana Västmanlands reg.|16973|166|Livrustkammaren
344126|53530|Kortbeskrivning||dragonfana Österbottens vapen|16976|166|Livrustkammaren
344129|53533|Kortbeskrivning||standar grå|16979|166|Livrustkammaren
344131|53535|Kortbeskrivning||kompanifana Västmanlands reg|16981|166|Livrustkammaren
344132|53536|Kortbeskrivning||kompanistandar Smålands trem|16982|166|Livrustkammaren
344133|53537|Kortbeskrivning||kompanistandar Adelsfanan|16983|166|Livrustkammaren
344134|53538|Kortbeskrivning||dragonfana Skåne|16984|166|Livrustkammaren
344135|53539|Kortbeskrivning||kompanifana Skånska dragonr.|16985|166|Livrustkammaren
344136|53540|Kortbeskrivning||dragonfana|16986|166|Livrustkammaren
344137|53541|Kortbeskrivning||kompanifana Skånska dragonr.|16987|166|Livrustkammaren
344138|53542|Kortbeskrivning||kompanifana Ingermanlands dragonregemente|16988|166|Livrustkammaren
344141|53545|Kortbeskrivning||dragonfana Smålands vapen|16991|166|Livrustkammaren
344142|53546|Kortbeskrivning||kompanifana liv-o hustrupper|16992|166|Livrustkammaren
344143|53547|Kortbeskrivning||kompanifana liv-o hustrupper|16993|166|Livrustkammaren
344144|53548|Kortbeskrivning||kompanifana liv-o hustrupper|16994|166|Livrustkammaren
344145|53549|Kortbeskrivning||blodsfana|16995|166|Livrustkammaren
344150|53554|Kortbeskrivning||dragonfana Dalarnas vapen|17000|166|Livrustkammaren
344152|53556|Kortbeskrivning||livfana liv-o hustrupper|17002|166|Livrustkammaren
344153|53557|Kortbeskrivning||vaktfana Livgardet|17003|166|Livrustkammaren
344154|53558|Kortbeskrivning||kompanistandar Västmanlands vapen|17004|166|Livrustkammaren
344155|53559|Kortbeskrivning||livstandar Karelens o Viborgs läns kavalleri|17005|166|Livrustkammaren
344156|53560|Kortbeskrivning||uppbådsfana Åsarps-Blidsbergs sn|17006|166|Livrustkammaren
344157|53561|Kortbeskrivning||uppbådsfana Bällefors sn|17007|166|Livrustkammaren
344158|53562|Kortbeskrivning||uppbådsfana Surteby socken|17008|166|Livrustkammaren
344159|53563|Kortbeskrivning||uppbådsfana S.Björke sn|17009|166|Livrustkammaren
344160|53564|Kortbeskrivning||uppbådsfana Ods sn Gäsene hd|17010|166|Livrustkammaren
344161|53565|Kortbeskrivning||uppbådsfana Skölvene sn|17011|166|Livrustkammaren
344162|53566|Kortbeskrivning||uppbådsfana Eriksbergs sn|17012|166|Livrustkammaren
344163|53567|Kortbeskrivning||uppbådsfana N.Vånga sn|17013|166|Livrustkammaren
344164|53568|Kortbeskrivning||uppbådsfana Slöta sn|17014|166|Livrustkammaren
344165|53569|Kortbeskrivning||uppbådsfana Amnehärad sn|17015|166|Livrustkammaren
344167|53571|Kortbeskrivning||uppbådsfana Börstigs sn|17017|166|Livrustkammaren
344169|53573|Kortbeskrivning||uppbådsfana Skarke sn Valle|17019|166|Livrustkammaren
344170|53574|Kortbeskrivning||uppbådsfana Hjälstads sn|17020|166|Livrustkammaren
344171|53575|Kortbeskrivning||uppbådsfana Lekåsa sn|17021|166|Livrustkammaren
344172|53576|Kortbeskrivning||uppbådsfana Istorps sn|17022|166|Livrustkammaren
344173|53577|Kortbeskrivning||uppbådsfana Kungsäters sn|17023|166|Livrustkammaren
344174|53578|Kortbeskrivning||uppbådsfana Kinneveds sn|17024|166|Livrustkammaren
344175|53579|Kortbeskrivning||uppbådsfana Broddetorps sn|17025|166|Livrustkammaren
344176|53580|Kortbeskrivning||uppbådsfana Lyrestads sn|17026|166|Livrustkammaren
344177|53581|Kortbeskrivning||uppbådsfana Björsäters sn|17027|166|Livrustkammaren
344178|53582|Kortbeskrivning||uppbådsfana Husaby sn|17028|166|Livrustkammaren
344179|53583|Kortbeskrivning||uppbådsfana Gällstads sn|17029|166|Livrustkammaren
344180|53584|Kortbeskrivning||uppbådsfana Svenljunga sn|17030|166|Livrustkammaren
344181|53585|Kortbeskrivning||uppbådsfana Kyrkefalla sn|17031|166|Livrustkammaren
344182|53586|Kortbeskrivning||uppbådsfana Fredsbergs sn|17032|166|Livrustkammaren
344183|53587|Kortbeskrivning||uppbådsfana Algutstorps sn|17033|166|Livrustkammaren
344184|53588|Kortbeskrivning||uppbådsfana Fristads sn|17034|166|Livrustkammaren
344185|53589|Kortbeskrivning||uppbådsfana Örby sn Marks hd|17035|166|Livrustkammaren
344186|53590|Kortbeskrivning||uppbådsfana Berghems sn Mark|17036|166|Livrustkammaren
344187|53591|Kortbeskrivning||uppbådsfana Sätila sn Mark|17037|166|Livrustkammaren
344188|53592|Kortbeskrivning||uppbådsfana båt N D H|17038|166|Livrustkammaren
344189|53593|Kortbeskrivning||uppbådsfana Odensåkers sn|17039|166|Livrustkammaren
344190|53594|Kortbeskrivning||uppbådsfana Råda sn Kålland|17040|166|Livrustkammaren
344191|53595|Kortbeskrivning||uppbådsfana Skedvi sn 2 k.|17041|166|Livrustkammaren
344192|53596|Kortbeskrivning||uppbådsfana Ullervads sn|17042|166|Livrustkammaren
344193|53597|Kortbeskrivning||uppbådsfana Hova sn|17043|166|Livrustkammaren
344194|53598|Kortbeskrivning||uppbådsfana Medelplana sn|17044|166|Livrustkammaren
344195|53599|Kortbeskrivning||uppbådsfana Grolanda sn|17045|166|Livrustkammaren
344196|53600|Kortbeskrivning||uppbådsfana Stenstorps sn|17046|166|Livrustkammaren
344197|53601|Kortbeskrivning||uppbådsfana Händene sn|17047|166|Livrustkammaren
344198|53602|Kortbeskrivning||uppbådsfana Åsle sn|17048|166|Livrustkammaren
344199|53603|Kortbeskrivning||uppbådsfana Fröjereds sn|17049|166|Livrustkammaren
344200|53604|Kortbeskrivning||uppbådsfana Flistad sn|17050|166|Livrustkammaren
344203|53607|Kortbeskrivning||uppbådsfana Acklinga sn|17066|166|Livrustkammaren
344205|53609|Kortbeskrivning||standar Karelens o Viborgs läns tremänningsregemente|17068|166|Livrustkammaren
344207|53611|Kortbeskrivning||standar CGRS PAR.LVN.IASPIRE A LAUTRE|17070|166|Livrustkammaren
344210|53614|Kortbeskrivning||standar Karl XI:s namnchiffer|17073|166|Livrustkammaren
344211|53615|Kortbeskrivning||dragonfana Karl XI:s namnchiffer|17074|166|Livrustkammaren
344212|53616|Kortbeskrivning||kompanistandar Svenska Adelsfanan|17075|166|Livrustkammaren
344213|53617|Kortbeskrivning||livfana CRS|17076|166|Livrustkammaren
344214|53618|Kortbeskrivning||skvadronstandar Västgöta kav|17077|166|Livrustkammaren
344216|53620|Kortbeskrivning||skvadronstandar Borgerskapets kavalleri|17079|166|Livrustkammaren
344217|53621|Kortbeskrivning||standar Östgöta förd.kav.reg|17080|166|Livrustkammaren
344218|53622|Kortbeskrivning||standar Smålands kavalleri|17081|166|Livrustkammaren
344220|53624|Kortbeskrivning||standar Smålands kavalleri|17083|166|Livrustkammaren
344222|53626|Kortbeskrivning||livfana Karelens dragoner|17085|166|Livrustkammaren
344223|53627|Kortbeskrivning||fana Livdragonregementet|17086|166|Livrustkammaren
344224|53628|Kortbeskrivning||standar AF:s namnchiffer|17087|166|Livrustkammaren
344225|53629|Kortbeskrivning||standar Åbo o Björneborgs tremänningar|17088|166|Livrustkammaren
344226|53630|Kortbeskrivning||fana Qvotqvot pugna canit...|17089|166|Livrustkammaren
344227|53631|Kortbeskrivning||kompanifana Sörmlands reg.|17090|166|Livrustkammaren
344228|53632|Kortbeskrivning||kompanifana Närke-Värml.reg.|17091|166|Livrustkammaren
344229|53633|Kortbeskrivning||standar Tavastehus o.Nylands tremänningar|17092|166|Livrustkammaren
344230|53634|Kortbeskrivning||kompanifana Åbo läns reg.|17093|166|Livrustkammaren
344231|53635|Kortbeskrivning||livfana Närke-Värmlands regemente|17094|166|Livrustkammaren
344232|53636|Kortbeskrivning||livfana Ingermanlands dragonregemente|17095|166|Livrustkammaren
344233|53637|Kortbeskrivning||infanterifana|17096|166|Livrustkammaren
344235|53639|Kortbeskrivning||Huvudbanér, fältbanér|17098|166|Livrustkammaren
344236|53640|Kortbeskrivning||riksbanér|17099|166|Livrustkammaren
344254|53658|Kortbeskrivning||karusellvärja, klinga m: 1685|17125|166|Livrustkammaren
344257|53661|Kortbeskrivning||armborstvinda, Sachsen|17128|166|Livrustkammaren
344259|53663|Kortbeskrivning||armborstvinda|17130|166|Livrustkammaren
344269|53673|Kortbeskrivning||njurdolk förfalskning|17149|166|Livrustkammaren
344271|53675|Kortbeskrivning||svärd - cinquedea|17151|166|Livrustkammaren
344272|53676|Kortbeskrivning||svärd - cinquedea|17152|166|Livrustkammaren
344273|53677|Kortbeskrivning||skivdolk, rondelldolk Tyskland|17153|166|Livrustkammaren
344275|53679|Kortbeskrivning||dolk Topkapi-verkstäderna|17164|166|Livrustkammaren
344288|53692|Kortbeskrivning||pistolhölster|17177|166|Livrustkammaren
344290|53694|Kortbeskrivning||pistolhölster|17179|166|Livrustkammaren
344294|53698|Kortbeskrivning||pistolhölster, fr. gåvan|17183|166|Livrustkammaren
344296|53700|Kortbeskrivning||pistolhölster t 9146, fr. gåvan|17185|166|Livrustkammaren
344303|53707|Kortbeskrivning||blinda sadel nr 9 fr. gåvan|17192|166|Livrustkammaren
344305|53709|Kortbeskrivning||pistolhölster sadel nr 9, fr.gåv|17194|166|Livrustkammaren
344307|53711|Kortbeskrivning||sadel 9, fr. gåvan|17196|166|Livrustkammaren
344309|53713|Kortbeskrivning||hölsterkappa|17198|166|Livrustkammaren
344311|53715|Kortbeskrivning||riksbanér|17200|166|Livrustkammaren
344313|53717|Kortbeskrivning||riksbanér|17202|166|Livrustkammaren
344314|53718|Kortbeskrivning||kompanifana Västerbottens r|17203|166|Livrustkammaren
344331|53735|Kortbeskrivning||Bondetågets huvudbanér|17220|166|Livrustkammaren
344332|53736|Kortbeskrivning||fana Sthlms Skarpskytteförenings 1. kompani|17221|166|Livrustkammaren
344333|53737|Kortbeskrivning||svensk handelsflagga|17222|166|Livrustkammaren
344334|53738|Kortbeskrivning||svensk kunglig flagga|17223|166|Livrustkammaren
344335|53739|Kortbeskrivning||svensk handelsflagga|17224|166|Livrustkammaren
344338|53742|Kortbeskrivning||svensk örlogsflagga|17227|166|Livrustkammaren
344339|53743|Kortbeskrivning||svensk örlogsflagga|17228|166|Livrustkammaren
344340|53744|Kortbeskrivning||norsk handelsflagga|17229|166|Livrustkammaren
344341|53745|Kortbeskrivning||svensk flagga, Sveagruvan, Spetsbergen|17230|166|Livrustkammaren
344342|53746|Kortbeskrivning||norsk handelsflagga|17231|166|Livrustkammaren
344343|53747|Kortbeskrivning||svensk kunglig flagga|17232|166|Livrustkammaren
344344|53748|Kortbeskrivning||unionsgös Sverige-Norge|17233|166|Livrustkammaren
344345|53749|Kortbeskrivning||svensk örlogsflagga S:t Barthelemy|17234|166|Livrustkammaren
344346|53750|Kortbeskrivning||svensk örlogsflagga S:t Barthelemy|17235|166|Livrustkammaren
344347|53751|Kortbeskrivning||svensk örlogsflagga S:t Barthelemy|17236|166|Livrustkammaren
344349|53753|Kortbeskrivning||norsk kunglig flagga|17238|166|Livrustkammaren
344350|53754|Kortbeskrivning||svensk kunglig flagga|17239|166|Livrustkammaren
344367|53771|Kortbeskrivning||puktäcke - Christoffer Särgel|17256|166|Livrustkammaren
344371|53775|Kortbeskrivning||pukfana Västergötlands vap.|17260|166|Livrustkammaren
344372|53776|Kortbeskrivning||pukfana Västergötlands vap.|17261|166|Livrustkammaren
344382|53786|Kortbeskrivning||pukfana Gustav III:s namnchiffer|17271|166|Livrustkammaren
344384|53788|Kortbeskrivning||pukfana AF namnchiffer|17273|166|Livrustkammaren
344385|53789|Kortbeskrivning||pukfana Adolf Fredrik namnchiffer|17274|166|Livrustkammaren
344402|53806|Kortbeskrivning||svensk tvåtungad flagga Svindersvik|17301|166|Livrustkammaren
344404|53808|Kortbeskrivning||livfana Konungens eget värvade regemente|17303|166|Livrustkammaren
344405|53809|Kortbeskrivning||kompanifana Östergötlands regemente|17304|166|Livrustkammaren
344407|53811|Kortbeskrivning||ryttarfana SI DEVS PRO NOBIS|17306|166|Livrustkammaren
344424|53828|Kortbeskrivning||slagexflintlåspistol - Meidinger|17766|166|Livrustkammaren
344428|53832|Kortbeskrivning||lodbösspipa guldstämpel F|17795|166|Livrustkammaren
344452|53856|Kortbeskrivning||kabinettsfil halvrund|18101|166|Livrustkammaren
344457|53861|Kortbeskrivning||sågfil|18106|166|Livrustkammaren
344462|53866|Kortbeskrivning||luntsnapplåsbössa, teppo, Japan|18635|166|Livrustkammaren
344472|53876|Kortbeskrivning||tavla 1751 års regalier|18941|166|Livrustkammaren
344480|53884|Kortbeskrivning||släp. bilägersdräkt|19108|166|Livrustkammaren
344481|53885|Kortbeskrivning||brudklänning|19109|166|Livrustkammaren
344482|53886|Kortbeskrivning||brudklänning, släp|19110|166|Livrustkammaren
344484|53888|Kortbeskrivning||flintlåsbössa Moritz|17801|166|Livrustkammaren
344485|53889|Kortbeskrivning||gängback - gängstål|18159|166|Livrustkammaren
344486|53890|Kortbeskrivning||handtag för gängtapp|18160|166|Livrustkammaren
344489|53893|Kortbeskrivning||kniv|18163|166|Livrustkammaren
344491|53895|Kortbeskrivning||plattång|18165|166|Livrustkammaren
344512|53916|Kortbeskrivning||hjullåsstudsare - Paulus Weller|18886|166|Livrustkammaren
344513|53917|Kortbeskrivning||pumps Gamba London|18887|166|Livrustkammaren
344516|53920|Kortbeskrivning||klänning|19074|166|Livrustkammaren
344521|53925|Kortbeskrivning||kjol tunique m släp|19079|166|Livrustkammaren
344532|53936|Kortbeskrivning||svensk örlogsflagga S:t Barthelemy|17329|166|Livrustkammaren
344533|53937|Kortbeskrivning||svensk örlogsflagga S:t Barth.|17330|166|Livrustkammaren
344537|53941|Kortbeskrivning||begravningsbanér N.Finland|17334|166|Livrustkammaren
344545|53949|Kortbeskrivning||fragment begravningsbanér Ångermanland|17342|166|Livrustkammaren
344556|53960|Kortbeskrivning||flagga friherrliga ätten Sack|17353|166|Livrustkammaren
344575|53979|Kortbeskrivning||begravningsbanér m. stång, Blekinge|17372|166|Livrustkammaren
344576|53980|Kortbeskrivning||begravningsbanér Värmland|17373|166|Livrustkammaren
344578|53982|Kortbeskrivning||begravningsbanér m. stång, Göta vapen|17375|166|Livrustkammaren
344597|54001|Kortbeskrivning||begravningsbanér Närke|17406|166|Livrustkammaren
344598|54002|Kortbeskrivning||begravningsbanér Tavastland|17407|166|Livrustkammaren
344609|54013|Kortbeskrivning||begravningsbanér Södermanland|17418|166|Livrustkammaren
344614|54018|Kortbeskrivning||begravningsbanér Medelpad|17423|166|Livrustkammaren
344618|54022|Kortbeskrivning||begravningsbanér Pommern|17427|166|Livrustkammaren
344620|54024|Kortbeskrivning||begravningsbanér Uppland|17429|166|Livrustkammaren
344622|54026|Kortbeskrivning||vapensköld begravningsbanér Dalsland|17431|166|Livrustkammaren
344664|54068|Kortbeskrivning||kompanifana Konungens eget värvade regemente|17473|166|Livrustkammaren
344665|54069|Kortbeskrivning||livfana|17474|166|Livrustkammaren
344675|54079|Kortbeskrivning||livfana Konungens eget värvade regemente|17484|166|Livrustkammaren
344676|54080|Kortbeskrivning||standar Sörmlands kompani av Upplands kavalleriregemente|17485|166|Livrustkammaren
344679|54083|Kortbeskrivning||svensk flagga|17488|166|Livrustkammaren
344691|54095|Kortbeskrivning||huvudlag|17500|166|Livrustkammaren
344694|54098|Kortbeskrivning||pistolhölster|17503|166|Livrustkammaren
344702|54106|Kortbeskrivning||pistolhölster|17511|166|Livrustkammaren
344710|54114|Kortbeskrivning||pistolhölster, franska gåvan|17519|166|Livrustkammaren
344711|54115|Kortbeskrivning||sadel, bomsadel - Le Plaie|17520|166|Livrustkammaren
344715|54119|Kortbeskrivning||schabrak, ländschabrak t sadel nr 17520|17524|166|Livrustkammaren
344716|54120|Kortbeskrivning||pistolhölster t sadel nr 8885|17525|166|Livrustkammaren
344718|54122|Kortbeskrivning||ledtygel|17527|166|Livrustkammaren
344719|54123|Kortbeskrivning||rem|17528|166|Livrustkammaren
344722|54126|Kortbeskrivning||dolk-jambyiah|17531|166|Livrustkammaren
344728|54132|Kortbeskrivning||officersbardisan för pojke|17537|166|Livrustkammaren
344729|54133|Kortbeskrivning||damtoffel|17538|166|Livrustkammaren
344730|54134|Kortbeskrivning||damtoffel|17539|166|Livrustkammaren
344731|54135|Kortbeskrivning||damsko, Mayer a Paris|17540|166|Livrustkammaren
344732|54136|Kortbeskrivning||damsko, Mayer a Paris|17541|166|Livrustkammaren
344735|54139|Kortbeskrivning||damsko, karusellsko|17544|166|Livrustkammaren
344736|54140|Kortbeskrivning||känga ,dam|17545|166|Livrustkammaren
344738|54142|Kortbeskrivning||korkbottensko dam|17547|166|Livrustkammaren
344741|54145|Kortbeskrivning||styltsko dam|17550|166|Livrustkammaren
344742|54146|Kortbeskrivning||damsko, Schenck dit l'Allemand à Paris|17551|166|Livrustkammaren
344746|54150|Kortbeskrivning||damkänga|17555|166|Livrustkammaren
344748|54152|Kortbeskrivning||kröningssko|17557|166|Livrustkammaren
344749|54153|Kortbeskrivning||pojkstövel, kragstövel|17558|166|Livrustkammaren
344751|54155|Kortbeskrivning||kröningssko, dam|17560|166|Livrustkammaren
344752|54156|Kortbeskrivning||kröningssko|17561|166|Livrustkammaren
344753|54157|Kortbeskrivning||manskänga, snörkänga|17562|166|Livrustkammaren
344755|54159|Kortbeskrivning||slejfsko dam|17564|166|Livrustkammaren
344758|54162|Kortbeskrivning||kröningssko|17567|166|Livrustkammaren
344759|54163|Kortbeskrivning||kröningsskor|17568|166|Livrustkammaren
344760|54164|Kortbeskrivning||toffel orientalisk|17569|166|Livrustkammaren
344761|54165|Kortbeskrivning||toffel orientalisk|17570|166|Livrustkammaren
344764|54168|Kortbeskrivning||damgalosch|17573|166|Livrustkammaren
344766|54170|Kortbeskrivning||damsko|17575|166|Livrustkammaren
344767|54171|Kortbeskrivning||damsko galoschsula|17576|166|Livrustkammaren
344768|54172|Kortbeskrivning||damsko galoschsula|17577|166|Livrustkammaren
344769|54173|Kortbeskrivning||barnsko m slejf|17578|166|Livrustkammaren
344770|54174|Kortbeskrivning||barnsko m slejf|17579|166|Livrustkammaren
344774|54178|Kortbeskrivning||hjullåspistol, puffert helstål - Braunschweig ?|17583|166|Livrustkammaren
344775|54179|Kortbeskrivning||hjullåspistol, puffert - Braunschweig ?|17584|166|Livrustkammaren
